row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập hoạt động cho thuê,Thu nhập khác > Thu nhập hoạt động cho thuê,Thu nhập hoạt động cho thuê,964.519.279,573.994.512,964519279.0,573994512.0
Thanh lý tài sản cố định,Thu nhập khác > Thanh lý tài sản cố định,Thanh lý tài sản cố định,45.798.158,750.115.899,45798158.0,750115899.0
Khác,Thu nhập khác > Khác,Khác,1.412.820.527,861.416.118,1412820527.0,861416118.0
,,,2.423.137.964,2.185.526.529,2423137964.0,2185526529.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Giá vốn hoạt động cho thuê,Chi phí khác > Giá vốn hoạt động cho thuê,Giá vốn hoạt động cho thuê,901.122.047,1.819.316.835,901122047.0,1819316835.0
Xóa số dự án,Chi phí khác > Xóa số dự án,Xóa số dự án,-,7.504.802.919,,7504802919.0
Chi phí phạt,Chi phí khác > Chi phí phạt,Chi phí phạt,1.297.364.174,-,1297364174.0,
Khác,Chi phí khác > Khác,Khác,378.644.281,1.580.647.393,378644281.0,1580647393.0
,,,2.577.130.502,10.904.767.147,2577130502.0,10904767147.0
Lỗ khác,Chi phí khác > Lỗ khác,Lỗ khác,(153.992.538),(8.719.240.618),-153992538.0,-8719240618.0
