row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,559.488.474.875,539.100.132.317,,,559488474875.0,539100132317.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,559.488.474.875,539.100.132.317,,26.0,559488474875.0,539100132317.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,253.487.961.656,227.296.100.212,,27.0,253487961656.0,227296100212.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,306.000.513.219,311.804.032.105,,,306000513219.0,311804032105.0
21,21,21,Doanh thu hoạt động tài chính,28,19.454.754.655,17.993.340.549,,28.0,19454754655.0,17993340549.0
22,22,22,Chi phí tài chính,29,41.137.903.234,24.627.342.830,,29.0,41137903234.0,24627342830.0
23,23,23,- Trong đó: Chi phí lãi vay,29,40.157.402.594,24.380.235.807,,29.0,40157402594.0,24380235807.0
25,25,25,Chi phí bán hàng,,588.486.215,960.049.966,,,588486215.0,960049966.0
26,26,26,Chi phí quản lý doanh nghiệp,30,76.636.113.903,65.053.894.776,,30.0,76636113903.0,65053894776.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,207.092.764.522,239.156.085.082,,,207092764522.0,239156085082.0
31,31,31,Thu nhập khác,,2.423.137.964,2.185.526.529,,,2423137964.0,2185526529.0
32,32,32,Chi phí khác,,2.577.130.502,10.904.767.147,,,2577130502.0,10904767147.0
40,40,40,Lỗ khác (40 = 31 - 32),31,(153.992.538),(8.719.240.618),,31.0,-153992538.0,-8719240618.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,206.938.771.984,230.436.844.464,,,206938771984.0,230436844464.0
51,51,51,Chi phí thuế TNDN hiện hành,32,20.639.269.039,21.417.063.799,,32.0,20639269039.0,21417063799.0
52,52,52,Thu nhập thuế TNDN hoãn lại,32,(967.227.728),(281.412.530),,32.0,-967227728.0,-281412530.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,187.266.730.673,209.301.193.195,,,187266730673.0,209301193195.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế TNDN của Công ty mẹ,,144.693.225.170,153.768.995.113,,,144693225170.0,153768995113.0
62,62,62,Lợi nhuận sau thuế TNDN của cổ đông không kiểm soát,,42.573.505.503,55.532.198.082,,,42573505503.0,55532198082.0
70,70,70,Lãi cơ bản trên cổ phiếu,24(a),1.078,1.726,,,1078.0,1726.0
71,71,71,Lãi suy giảm trên cổ phiếu,24(b),1.078,1.726,,,1078.0,1726.0
