row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Thu từ phát hành cổ phiếu,,1.049.815.798.000,1.000.000.000,,,1049815798000.0,1000000000.0
33,33,33,"Thu từ vay ngắn hạn, dài hạn",,1.489.392.404.794,97.718.611.173,,,1489392404794.0,97718611173.0
34,34,34,Chi trả nợ gốc vay,,(197.374.556.274),(162.629.325.825),,,-197374556274.0,-162629325825.0
36,36,36,"Chi trả cổ tức, lợi nhuận cho chủ sở hữu",,(150.656.453.713),(29.508.840.780),,,-150656453713.0,-29508840780.0
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,,2.191.177.192.807,(93.419.555.432),,,2191177192807.0,-93419555432.0
50,50,50,Lưu chuyển tiền thuần trong năm,,386.408.547.210,154.999.236.332,,,386408547210.0,154999236332.0
60,60,60,Tiền và tương đương tiền đầu năm,3,222.999.837.459,68.003.863.792,,3.0,222999837459.0,68003863792.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.849.488,(3.262.665),,,2849488.0,-3262665.0
70,70,70,Tiền và tương đương tiền cuối năm,3,609.411.234.157,222.999.837.459,,3.0,609411234157.0,222999837459.0
