row_label_raw,row_label_full,col_0,Lợi thể thương mại VND,numeric__Lợi thể thương mại VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Tại ngày 1 tháng 1 năm 2018 và tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018 và tại ngày 31 tháng 12 năm 2018,Tại ngày 1 tháng 1 năm 2018 và tại ngày 31 tháng 12 năm 2018,18.002.047.989,18002047989.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,
Tại ngày 1 tháng 1 năm 2018,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,8.273.185.549,8273185549.0
Phân bổ trong năm,Khấu hao lũy kế > Phân bổ trong năm,Phân bổ trong năm,1.800.198.199,1800198199.0
Tại ngày 31 tháng 12 năm 2018,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,10.073.383.748,10073383748.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,9.728.862.440,9728862440.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,7.928.664.241,7928664241.0
