row_label_raw,row_label_full,col_0,Hoạt động sản xuất và bán điện VND,Hoạt động xây lắp VND,Hoạt động cung cấp dịch vụ VND,Loại trừ VND,Tổng cộng VND,numeric__Hoạt động sản xuất và bán điện VND,numeric__Hoạt động xây lắp VND,numeric__Hoạt động cung cấp dịch vụ VND,numeric__Loại trừ VND,numeric__Tổng cộng VND
Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,Tài sản và công nợ tại ngày 31.12.2018,,,,,
Tài sản bộ phận,Tài sản và công nợ tại ngày 31.12.2018 > Tài sản bộ phận,Tài sản bộ phận,3.355.110.731.014,51.519.293.819,92.517.646.747,-,3.499.147.671.580,3355110731014.0,51519293819.0,92517646747.0,,3499147671580.0
Tài sản không phân bổ,Tài sản và công nợ tại ngày 31.12.2018 > Tài sản không phân bổ,Tài sản không phân bổ,,,,,861.411.234.157,,,,,861411234157.0
Tổng tài sản,Tài sản và công nợ tại ngày 31.12.2018 > Tổng tài sản,Tổng tài sản,,,,,4.360.558.905.737,,,,,4360558905737.0
Công nợ bộ phận,Tài sản và công nợ tại ngày 31.12.2018 > Công nợ bộ phận,Công nợ bộ phận,1.860.749.150.049,31.868.931.820,59.429.540.664,-,1.952.047.622.533,1860749150049.0,31868931820.0,59429540664.0,,1952047622533.0
Công nợ không phân bổ,Tài sản và công nợ tại ngày 31.12.2018 > Công nợ không phân bổ,Công nợ không phân bổ,,,,,575.972.372,,,,,575972372.0
Tổng công nợ,Tài sản và công nợ tại ngày 31.12.2018 > Tổng công nợ,Tổng công nợ,,,,,1.952.623.594.905,,,,,1952623594905.0
