row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGĂN HẠN,,1.229.872.510.447,485.811.274.611,,,1229872510447.0,485811274611.0
110,110,110,Tiền và các khoản tương đương tiền,3,609.411.234.157,222.999.837.459,,3.0,609411234157.0,222999837459.0
111,111,111,Tiền,,48.669.299.897,79.499.837.459,,,48669299897.0,79499837459.0
112,112,112,Các khoản tương đương tiền,,560.741.934.260,143.500.000.000,,,560741934260.0,143500000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,252.000.000.000,8.172.250.000,,,252000000000.0,8172250000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4,252.000.000.000,8.172.250.000,,4.0,252000000000.0,8172250000.0
130,130,130,Các khoản phải thu ngắn hạn,,245.522.072.322,227.394.496.842,,,245522072322.0,227394496842.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,109.562.153.409,74.686.373.191,,5.0,109562153409.0,74686373191.0
132,132,132,Trả trước cho người bán ngắn hạn,6,103.336.396.377,50.090.997.292,,6.0,103336396377.0,50090997292.0
135,135,135,Phải thu về cho vay ngắn hạn,7,-,93.843.858.552,,7.0,,93843858552.0
136,136,136,Phải thu ngắn hạn khác,8(a),32.849.459.242,9.562.455.993,,,32849459242.0,9562455993.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,9,(228.723.883),(789.188.186),,9.0,-228723883.0,-789188186.0
139,139,139,Tài sản thiếu chờ xử lý,,2.787.177,-,,,2787177.0,
140,140,140,Hàng tồn kho,,24.721.958.269,26.151.056.765,,,24721958269.0,26151056765.0
141,141,141,Hàng tồn kho,10,24.721.958.269,26.151.056.765,,10.0,24721958269.0,26151056765.0
150,150,150,Tài sản ngắn hạn khác,,98.217.245.699,1.093.633.545,,,98217245699.0,1093633545.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),3.810.607.152,777.057.097,,,3810607152.0,777057097.0
152,152,152,Thuế GTGT được khấu trừ,,94.389.457.115,19.000.942,,,94389457115.0,19000942.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,16(a),17.181.432,297.575.506,,,17181432.0,297575506.0
200,200,200,TÀI SẢN DÀI HẠN,,3.130.686.395.290,1.172.797.759.434,,,3130686395290.0,1172797759434.0
210,210,210,Các khoản phải thu dài hạn,,785.499.803,10.963.017.532,,,785499803.0,10963017532.0
216,216,216,Phải thu dài hạn khác,8(b),1.276.341.882,10.963.017.532,,,1276341882.0,10963017532.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,9,(490.842.079),-,,9.0,-490842079.0,
220,220,220,Tài sản cố định,,2.877.671.877.869,1.113.991.123.959,,,2877671877869.0,1113991123959.0
221,221,221,Tài sản cố định hữu hình,12(a),2.871.235.092.019,1.107.437.276.265,,,2871235092019.0,1107437276265.0
222,222,222,Nguyên giá,,3.494.120.676.243,1.634.923.252.323,,,3494120676243.0,1634923252323.0
223,223,223,Giá trị khấu hao lũy kế,,(622.885.584.224),(527.485.976.058),,,-622885584224.0,-527485976058.0
227,227,227,Tài sản cố định vô hình,12(b),6.436.785.850,6.553.847.694,,,6436785850.0,6553847694.0
228,228,228,Nguyên giá,,7.448.934.975,7.483.934.975,,,7448934975.0,7483934975.0
229,229,229,Giá trị hao mòn lũy kế,,(1.012.149.125),(930.087.281),,,-1012149125.0,-930087281.0
240,240,240,Tài sản dở dang dài hạn,,215.763.242.101,18.045.866.709,,,215763242101.0,18045866709.0
242,242,242,Chi phí xây dựng cơ bản dở dang,13,215.763.242.101,18.045.866.709,,13.0,215763242101.0,18045866709.0
260,260,260,Tài sản dài hạn khác,,36.465.775.517,29.797.751.234,,,36465775517.0,29797751234.0
261,261,261,Chi phí trả trước dài hạn,11(b),22.302.642.267,14.801.647.513,,,22302642267.0,14801647513.0
262,262,262,Tài sản thuế thu nhập hoãn lại,21,6.234.469.009,5.267.241.281,,21.0,6234469009.0,5267241281.0
269,269,269,Lợi thế thương mại,14,7.928.664.241,9.728.862.440,,14.0,7928664241.0,9728862440.0
270,270,270,TỔNG TÀI SẢN,,4.360.558.905.737,1.658.609.034.045,,,4360558905737.0,1658609034045.0
