row_label_raw,row_label_full,col_0,Tại ngày1.1.2018VND,Số phải nộptrong nằmVND,Số đã thực nộptrong nằmVND,Phân loại lại,Tại ngày31.12.2018VND,numeric__Tại ngày1.1.2018VND,numeric__Số phải nộptrong nằmVND,numeric__Số đã thực nộptrong nằmVND,numeric__Phân loại lại,numeric__Tại ngày31.12.2018VND
Thuế GTGT,Thuế GTGT,Thuế GTGT,5.184.282.586,159.663.174.305,(156.687.433.770),(3.648.494.421),4.511.528.700,5184282586.0,159663174305.0,-156687433770.0,-3648494421.0,4511528700.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,10.931.051.276,20.645.849.755,(25.814.715.713),-,5.762.185.318,10931051276.0,20645849755.0,-25814715713.0,,5762185318.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,610.624.288,6.997.795.993,(5.928.277.127),(205.766),1.679.937.388,610624288.0,6997795993.0,-5928277127.0,-205766.0,1679937388.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,3.836.318.867,30.615.964.985,(32.294.957.238),-,2.157.326.614,3836318867.0,30615964985.0,-32294957238.0,,2157326614.0
Khác,Khác,Khác,1.213.069.399,7.137.936.708,(6.748.035.606),-,1.602.970.501,1213069399.0,7137936708.0,-6748035606.0,,1602970501.0
,,,21.775.346.416,225.060.721.746,(227.473.419.454),(3.648.700.187),15.713.948.521,21775346416.0,225060721746.0,-227473419454.0,-3648700187.0,15713948521.0
