row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Công ty Cổ phần Giao dịch Hàng hóa Sơn Tín,Bên liên quan khác,Thu hồi khoản cho vayLãi ứng trước tiền mua hàngLãi cho vayỨng trước tiền mua hàngDoanh thu bán hàng và cung cấp dịch vụCho vay,23.500.000.0003.131.833.332607.977.550-3.561.023.86743.000.000.000,74.000.000.0002.121.930.5573.107.556.94443.000.000.0003.561.023.86723.500.000.000,,,,7.4000000000212195e+62
Công ty Cổ phần Sản xuất Thương mại Tâm Bình An,Công ty Cổ phần Sản xuất Thương mại Tâm Bình An,Công ty Cổ phần Sản xuất Thương mại Tâm Bình An,Bên liên quan khác,Cho vayLãi cho vayThu hồi khoản cho vay,20.000.000.0002.878.607.30858.000.000.000,61.000.000.0003.187.200.00023.000.000.000,,,2.000000000028786e+31,6.100000000031872e+31
Công ty Cổ phần Lộc Thổ,Công ty Cổ phần Lộc Thổ,Công ty Cổ phần Lộc Thổ,Bên liên quan khác,Thu hồi khoản cho vayLãi cho vayCho vay,-827.884.32332.000.000.000,32.000.000.0001.946.666.667-,,,-8.2788432332e+19,
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Bên liên quan khác,Mua hàng hóa và dịch vụ,1.910.166.401,7.257.866.636,,,1910166401.0,7257866636.0
