row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2017,Số lượng cổ phiếu > 74.490.339,Giá trị cổ phiếu VND > 744.903.390.000,numeric__Số lượng cổ phiếu > 74.490.339,numeric__Giá trị cổ phiếu VND > 744.903.390.000
Chỉ trả cổ tức bằng cổ phiếu,Chỉ trả cổ tức bằng cổ phiếu,Chỉ trả cổ tức bằng cổ phiếu,14.897.985,148.979.850.000,14897985.0,148979850000.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,7.702.951,77.029.510.000,7702951.0,77029510000.0
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,97.091.275,970.912.750.000,97091275.0,970912750000.0
Cổ phiếu mới phát hành (Thuyết minh 23) (*),Cổ phiếu mới phát hành (Thuyết minh 23) (*),Cổ phiếu mới phát hành (Thuyết minh 23) (*),97.091.275,970.912.750.000,97091275.0,970912750000.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,194.182.550,1.941.825.500.000,194182550.0,1941825500000.0
