row_label_raw,row_label_full,col_0,Hoạt độngsản xuất vàbán điệnVND,Hoạt độngxây lắpVND,Hoạt độngcung cấpdịch vụVND,Loại trừVND,Tổng cộngVND,numeric__Hoạt độngsản xuất vàbán điệnVND,numeric__Hoạt độngxây lắpVND,numeric__Hoạt độngcung cấpdịch vụVND,numeric__Loại trừVND,numeric__Tổng cộngVND
Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,Tải sản và công nợ tại ngày 31.12.2017,,,,,
Tải sản bộ phận,Tải sản và công nợ tại ngày 31.12.2017 > Tải sản bộ phận,Tải sản bộ phận,1.145.393.736.159,30.463.467.029,77.847.136.320,-,1.253.704.339.508,1145393736159.0,30463467029.0,77847136320.0,,1253704339508.0
Tải sản không phân bổ,Tải sản và công nợ tại ngày 31.12.2017 > Tải sản không phân bổ,Tải sản không phân bổ,,,,,404.904.694.537,,,,,404904694537.0
Tổng tài sản,Tải sản và công nợ tại ngày 31.12.2017 > Tổng tài sản,Tổng tài sản,,,,,1.658.609.034.045,,,,,1658609034045.0
Công nợ bộ phân,Tải sản và công nợ tại ngày 31.12.2017 > Công nợ bộ phân,Công nợ bộ phân,295.795.643.771,1.674.103.505,15.255.768.352,-,312.725.515.628,295795643771.0,1674103505.0,15255768352.0,,312725515628.0
Công nợ không phân bổ,Tải sản và công nợ tại ngày 31.12.2017 > Công nợ không phân bổ,Công nợ không phân bổ,,,,,27.866.571.652,,,,,27866571652.0
Tổng công nợ,Tải sản và công nợ tại ngày 31.12.2017 > Tổng công nợ,Tổng công nợ,,,,,340.592.087.280,,,,,340592087280.0
