row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,1.952.623.594.905,340.592.087.280,,,1952623594905.0,340592087280.0
310,310,310,Nợ ngắn hạn,,528.243.118.007,103.424.656.357,,,528243118007.0,103424656357.0
311,311,311,Phải trả người bán ngắn hạn,15,368.213.754.992,15.864.492.583,,15.0,368213754992.0,15864492583.0
312,312,312,Người mua trả tiền trước ngắn hạn,,1.341.163.081,3.389.115.713,,,1341163081.0,3389115713.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,16(b),15.713.948.521,21.775.346.416,,,15713948521.0,21775346416.0
314,314,314,Phải trả người lao động,,1.617.106.333,1.527.266.640,,,1617106333.0,1527266640.0
315,315,315,Chi phí phải trả ngắn hạn,,4.327.202.805,2.264.261.123,,,4327202805.0,2264261123.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,2.727.271,2.727.271,,,2727271.0,2727271.0
319,319,319,Phải trả ngắn hạn khác,17,9.862.783.621,35.424.600.335,,17.0,9862783621.0,35424600335.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,18(a),106.374.337.883,5.917.699.000,,,106374337883.0,5917699000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,20.790.093.500,17.259.147.276,,19.0,20790093500.0,17259147276.0
330,330,330,Nợ dài hạn,,1.424.380.476.898,237.167.430.923,,,1424380476898.0,237167430923.0
331,331,331,Phải trả người bán dài hạn,,96.362.637,96.362.637,,,96362637.0,96362637.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,-,305.280.000,,,,305280000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,18(b),1.420.255.279.818,232.384.070.181,,,1420255279818.0,232384070181.0
342,342,342,Dự phòng phải trả dài hạn,20,3.455.589.342,3.471.217.859,,20.0,3455589342.0,3471217859.0
343,343,343,Quỹ phát triển khoa học và công nghệ,,573.245.101,910.500.246,,,573245101.0,910500246.0
400,400,400,VỐN CHỦ SỞ HỮU,,2.407.935.310.832,1.318.016.946.765,,,2407935310832.0,1318016946765.0
410,410,410,Vốn chủ sở hữu,,2.407.935.310.832,1.318.016.946.765,,,2407935310832.0,1318016946765.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",1.941.825.500.000,970.912.750.000,,,1941825500000.0,970912750000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.941.825.500.000,970.912.750.000,,,1941825500000.0,970912750000.0
412,412,412,Thặng dư vốn cổ phần,23,28.963.735.153,28.940.687.153,,23.0,28963735153.0,28940687153.0
418,418,418,Quỹ đầu tư phát triển,23,60.968.109.047,56.347.900.991,,23.0,60968109047.0,56347900991.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,145.084.524.459,120.011.502.443,,23.0,145084524459.0,120011502443.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,81.879.674.381,31.620.215.000,,,81879674381.0,31620215000.0
421b,421b,421b,- LNST chưa phân phối năm nay,,63.204.850.078,88.391.287.443,,,63204850078.0,88391287443.0
429,429,429,Lợi ích cổ đông không kiểm soát,23,231.093.442.173,141.804.106.178,,23.0,231093442173.0,141804106178.0
440,440,440,TỔNG NGUỒN VỐN,,4.360.558.905.737,1.658.609.034.045,,,4360558905737.0,1658609034045.0
