row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,69.862,73.595,69862.0,73595.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,44.058,44.285,44058.0,44285.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),25.210,28.648,25210.0,28648.0
Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,Các khoản phải trả nội bộ khác,594,662,594.0,662.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,871.312,713.023,871312.0,713023.0
Các khoản phải trả liên quan đến dịch vụ thanhtoán thể,Các khoản phải trả liên quan đến dịch vụ thanhtoán thể,Các khoản phải trả liên quan đến dịch vụ thanhtoán thể,291.846,262.830,291846.0,262830.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,186.994,128.275,186994.0,128275.0
Các khoản phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả liên quan đến nghiệp vụ L/C,Các khoản phải trả liên quan đến nghiệp vụ L/C,176.057,176.633,176057.0,176633.0
Các khoản thuế phải nộp Nhà nước,Các khoản thuế phải nộp Nhà nước,Các khoản thuế phải nộp Nhà nước,113.664,32.463,113664.0,32463.0
Phải trả liên quan đến hỗ trợ cho vay lãi suất,Phải trả liên quan đến hỗ trợ cho vay lãi suất,Phải trả liên quan đến hỗ trợ cho vay lãi suất,29.826,29.826,29826.0,29826.0
Phải trả liên quan đến Hệ thống Ngân hàng lôi,Phải trả liên quan đến Hệ thống Ngân hàng lôi,Phải trả liên quan đến Hệ thống Ngân hàng lôi,23.768,31.992,23768.0,31992.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,2.455,2.455,2455.0,2455.0
Phải trả khác,Phải trả khác,Phải trả khác,46.702,48.549,46702.0,48549.0
,,,941.174,786.618,941174.0,786618.0
