row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,,,
Cổ đông lớn và các bên liên quan với cổ đông lớn,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Tiền gửi thanh toán,468.150,122.793,,468150.0,122793.0
Cổ đông lớn và các bên liên quan với cổ đông lớn,Bên liên quan > Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Vay từ cổ đông lớn,462.000,463.500,,462000.0,463500.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi thanh toán,9.940,3.583,,9940.0,3583.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi tiết kiệm,100.286,164.263,,100286.0,164263.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi có kỳ hạn,17.538,18.783,,17538.0,18783.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Dự chỉ lãi tiền gửi,1.206,2.015,,1206.0,2015.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Cho vay,1.345,1.532,,1345.0,1532.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Dự thu lãi cho vay,5,5,,5.0,5.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Bên liên quan > Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban Kiểm soát và Ban Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này",Tạm ứng thù lao,23.123,13.856,,23123.0,13856.0
