row_label_raw,row_label_full,col_0,Bảng cân đối kế toán,Bảng cân đối kế toán_1,Ảnh hưởng đối với báo cáo kết quả hoạt động kinh doanh,Ảnh hưởng đối với báo cáo kết quả hoạt động kinh doanh_1,numeric__Bảng cân đối kế toán,numeric__Bảng cân đối kế toán_1,numeric__Ảnh hưởng đối với báo cáo kết quả hoạt động kinh doanh,numeric__Ảnh hưởng đối với báo cáo kết quả hoạt động kinh doanh_1
,,,Số cuối năm triệu đồng,Số đầu năm triệu đồng,Năm nay triệu đồng,Năm trước triệu đồng,,,,
Tài sản thuế TNDN hoãn lạiChênh lệch trong Phương pháp trích lập dự phòng chứng khoán đầu tư,Tài sản thuế TNDN hoãn lạiChênh lệch trong Phương pháp trích lập dự phòng chứng khoán đầu tư,Tài sản thuế TNDN hoãn lạiChênh lệch trong Phương pháp trích lập dự phòng chứng khoán đầu tư,45.501,-,,,45501.0,,,
Thu nhập thuế thu nhập hoãn lại thuần tỉnh vào báo cáo kết quả hoạt động kinh doanh,Thu nhập thuế thu nhập hoãn lại thuần tỉnh vào báo cáo kết quả hoạt động kinh doanh,Thu nhập thuế thu nhập hoãn lại thuần tỉnh vào báo cáo kết quả hoạt động kinh doanh,,,45.501,-,,,45501.0,
