row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,Cam kết bảo lãnh vay vốn,-,192,,192.0
Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,Cam kết giao dịch hồi đoái,65.198.286,134.488.678,65198286.0,134488678.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,1.107.480,2.297.294,1107480.0,2297294.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,1.074.893,1.344.152,1074893.0,1344152.0
- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,63.015.913,130.847.232,63015913.0,130847232.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,3.407.832,3.926.618,3407832.0,3926618.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,1.203.096,1.266.603,1203096.0,1266603.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,2.204.736,2.660.015,2204736.0,2660015.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,3.855.634,5.595.009,3855634.0,5595009.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,1.411.618,1.467.042,1411618.0,1467042.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,576.085,601.649,576085.0,601649.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,184.763,200.310,184763.0,200310.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,1.683.168,3.326.008,1683168.0,3326008.0
Cam kết khác,Cam kết khác,Cam kết khác,168.356,168.903,168356.0,168903.0
Trừ Tiền ký quỹ,Trừ Tiền ký quỹ,Trừ Tiền ký quỹ,(362.700),(369.417),-362700.0,-369417.0
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,72.267.408,143.809.983,72267408.0,143809983.0
