row_label_raw,row_label_full,col_0,Thuyết minh,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Thuyết minh,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
NỘ PHẢI TRÁ,NỘ PHẢI TRÁ,NỘ PHẢI TRÁ,NỘ PHẢI TRÁ,NỘ PHẢI TRÁ,NỘ PHẢI TRÁ,,,
Các khoản nợ Ngân hàng Nhà nước Việt Nam,NỘ PHẢI TRÁ > Các khoản nợ Ngân hàng Nhà nước Việt Nam,Các khoản nợ Ngân hàng Nhà nước Việt Nam,14,33.805,41.479,14.0,33805.0,41479.0
Tiền gửi và vay các TCTD khác,NỘ PHẢI TRÁ > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,15,6.320.362,8.643.183,15.0,6320362.0,8643183.0
Tiền gửi của các TCTD khác,NỘ PHẢI TRÁ > Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,15.1,5.627.362,8.063.808,151.0,5627362.0,8063808.0
Vay các TCTD khác,NỘ PHẢI TRÁ > Vay các TCTD khác,Vay các TCTD khác,15.2,693.000,579.375,152.0,693000.0,579375.0
Tiền gửi của khách hàng,NỘ PHẢI TRÁ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,16,133.917.740,139.278.464,16.0,133917740.0,139278464.0
Các khoản nợ khác,NỘ PHẢI TRÁ > Các khoản nợ khác,Các khoản nợ khác,,3.343.780,3.825.879,,3343780.0,3825879.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRÁ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",17.1,2.402.606,3.039.261,171.0,2402606.0,3039261.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRÁ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,17.2,941.174,786.618,172.0,941174.0,786618.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRÁ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,143.615.687,151.789.005,,143615687.0,151789005.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn,Vốn,Vốn,,,,,,
Vốn điều lệ,Vốn > Vốn điều lệ,Vốn điều lệ,,12.355.229,12.355.229,,12355229.0,12355229.0
Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,Vốn > Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,Vốn đầu tư xây dựng cơ bản và mua sắm tài sản cố định,,15.396,15.396,,15396.0,15396.0
Thặng dư vốn cổ phần,Vốn > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,156.322,156.322,,156322.0,156322.0
Cổ phiếu quỹ,Vốn > Cổ phiếu quỹ,Cổ phiếu quỹ,,(78.273),(78.273),,-78273.0,-78273.0
Các quỹ dự trữ,Vốn > Các quỹ dự trữ,Các quỹ dự trữ,,1.976.822,1.815.129,,1976822.0,1815129.0
Lợi nhuận chưa phân phối,Vốn > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,2.393.994,1.485.510,,2393994.0,1485510.0
TỔNG VỐN CHỦ SỞ HỮU,Vốn > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,19.1,16.819.490,15.749.313,191.0,16819490.0,15749313.0
TỔNG NỘ PHẢI TRÁ VÀ VỐN CHỦ SỞ HỮU,Vốn > TỔNG NỘ PHẢI TRÁ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRÁ VÀ VỐN CHỦ SỞ HỮU,,160.435.177,167.538.318,,160435177.0,167538318.0
