row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,Rủi ro tín dụng liên quan đến các tài sản nội bảng,144.173.396,149.866.676,144173396.0,149866676.0
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,32.378.350,25.857.597,32378350.0,25857597.0
Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh,49.073,207.803,49073.0,207803.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,100.767.406,113.254.792,100767406.0,113254792.0
- Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,50.212.378,58.562.590,50212378.0,58562590.0
- Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,- Cho vay khách hàng là tổ chức,50.555.028,54.692.202,50555028.0,54692202.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,8.586.425,8.484.496,8586425.0,8484496.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,2.407.481,5.909.128,2407481.0,5909128.0
- Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,6.178.944,2.575.368,6178944.0,2575368.0
Tải sản tài chính khác,Tải sản tài chính khác,Tải sản tài chính khác,2.392.142,2.061.988,2392142.0,2061988.0
Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,Rủi ro tín dụng liên quan đến các tài sản ngoại bảng,7.263.466,9.521.627,7263466.0,9521627.0
Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,3.855.634,5.595.009,3855634.0,5595009.0
Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,3.407.832,3.926.618,3407832.0,3926618.0
