row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm nayTriệu đồng_1,numeric__Năm nayTriệu đồng,numeric__Năm nayTriệu đồng_1
I. Tổng số nhân viên trung bình (người),I. Tổng số nhân viên trung bình (người),I. Tổng số nhân viên trung bình (người),5.906,6.201,5906.0,6201.0
II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),II. Thu nhập của nhân viên (Triệu đồng),,
1. Tổng quỹ lương,II. Thu nhập của nhân viên (Triệu đồng) > 1. Tổng quỹ lương,1. Tổng quỹ lương,1.266.297,1.432.111,1266297.0,1432111.0
2. Thường khác,II. Thu nhập của nhân viên (Triệu đồng) > 2. Thường khác,2. Thường khác,6.200,11.043,6200.0,11043.0
3. Thu nhập khác,II. Thu nhập của nhân viên (Triệu đồng) > 3. Thu nhập khác,3. Thu nhập khác,65.304,70.566,65304.0,70566.0
4. Tổng thu nhập (1+2+3),II. Thu nhập của nhân viên (Triệu đồng) > 4. Tổng thu nhập (1+2+3),4. Tổng thu nhập (1+2+3),1.337.801,1.513.720,1337801.0,1513720.0
5. Tiền lương bình quân tháng(Triệu đồng/người),II. Thu nhập của nhân viên (Triệu đồng) > 5. Tiền lương bình quân tháng(Triệu đồng/người),5. Tiền lương bình quân tháng(Triệu đồng/người),18,19,18.0,19.0
6. Thu nhập bình quân tháng(Triệu đồng/người),II. Thu nhập của nhân viên (Triệu đồng) > 6. Thu nhập bình quân tháng(Triệu đồng/người),6. Thu nhập bình quân tháng(Triệu đồng/người),19,20,19.0,20.0
