row_label_raw,row_label_full,Tiền thuần từ hoạt động tài chính,col_1,-,-_1,numeric__col_1,numeric__-,numeric__-_1
Tiền thuần trong năm,Tiền thuần trong năm,Tiền thuần trong năm,,4.136.346,6.406.334,,4136346.0,6406334.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,34.225.521,27.819.187,,34225521.0,27819187.0
Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,29,38.361.867,34.225.521,29.0,38361867.0,34225521.0
