row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Đồng,Ngày 31 tháng 12năm 2019Đồng,numeric__Ngày 31 tháng 12năm 2020Đồng,numeric__Ngày 31 tháng 12năm 2019Đồng
USD,USD,USD,23.100,23.175,23100.0,23175.0
EUR,EUR,EUR,28.425,25.975,28425.0,25975.0
GBP,GBP,GBP,31.521,30.392,31521.0,30392.0
CAD,CAD,CAD,18.126,17.752,18126.0,17752.0
SGD,SGD,SGD,17.474,17.189,17474.0,17189.0
AUD,AUD,AUD,17.767,16.223,17767.0,16223.0
JPY,JPY,JPY,224,213,224.0,213.0
CHF,CHF,CHF,26.206,23.925,26206.0,23925.0
HKD,HKD,HKD,2.981,2.976,2981.0,2976.0
NZD,NZD,NZD,16.699,15.614,16699.0,15614.0
THB,THB,THB,774,776,774.0,776.0
Vàng SJC (chỉ),Vàng SJC (chỉ),Vàng SJC (chỉ),5.582.500,4.250.000,5582500.0,4250000.0
