row_label_raw,row_label_full,Số đầu năm > Số trích lập trong năm,Năm nayTriệu đồng > 422.979 > 10.814,Năm trướcTriệu đồng > 307.638 > 26.551,numeric__Năm nayTriệu đồng > 422.979 > 10.814,numeric__Năm trướcTriệu đồng > 307.638 > 26.551
Chuyển từ dự phòng rủi ro khác,Chuyển từ dự phòng rủi ro khác,Chuyển từ dự phòng rủi ro khác,-,88.790,,88790.0
Số cuối năm,Số cuối năm,Số cuối năm,433.793,422.979,433793.0,422979.0
