row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020Triệu đồng,Ngày 31 tháng 12năm 2019Triệu đồng,numeric__Ngày 31 tháng 12năm 2020Triệu đồng,numeric__Ngày 31 tháng 12năm 2019Triệu đồng
Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,Tiền gửi của tổ chức kinh tế,44.969.361,39.402.379,44969361.0,39402379.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,18.500.692,14.332.392,18500692.0,14332392.0
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,14.243.354,11.361.525,14243354.0,11361525.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,4.991.513,4.332.653,4991513.0,4332653.0
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,2.156.225,3.330.969,2156225.0,3330969.0
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.801.684,2.374.341,1801684.0,2374341.0
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,1.649.340,1.707.107,1649340.0,1707107.0
"Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đảng, đoàn thể và hiệp hội",307.943,350.942,307943.0,350942.0
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc Nhà nước giữ quyền chỉ phối,258.464,103.646,258464.0,103646.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,51.050,61.344,51050.0,61344.0
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,30.607,24.533,30607.0,24533.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,8.575,11.475,8575.0,11475.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,1.417,7.977,1417.0,7977.0
Khác,Khác,Khác,968.497,1.403.475,968497.0,1403475.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,88.948.379,99.876.085,88948379.0,99876085.0
,,,133.917.740,139.278.464,133917740.0,139278464.0
