row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020,Ngày 31 tháng 12năm 2020_1,Ngày 31 tháng 12năm 2019,Ngày 31 tháng 12năm 2019_1,numeric__Ngày 31 tháng 12năm 2020,numeric__Ngày 31 tháng 12năm 2020_1,numeric__Ngày 31 tháng 12năm 2019,numeric__Ngày 31 tháng 12năm 2019_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Bán buôn và bán lẻ; sửa chữa ô tô,mở tô, xe máy và xe có động cơkhác","Bán buôn và bán lẻ; sửa chữa ô tô,mở tô, xe máy và xe có động cơkhác","Bán buôn và bán lẻ; sửa chữa ô tô,mở tô, xe máy và xe có động cơkhác",30.011.640,"29,78",30.494.494,"26,93",30011640.0,29.78,30494494.0,26.93
"Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo","Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo","Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo",26.818.307,"26,61",34.098.849,"30,11",26818307.0,26.61,34098849.0,30.11
"Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo","Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo","Hoạt động kinh doanh bất động sảnCông nghiệp chế biến, chế tạo",14.140.190,"14,03",14.180.403,"12,52",14140190.0,14.03,14180403.0,12.52
Hoạt động làm thuê các công việctrong các hộ gia đình. Sản xuất sảnphẩm vật chất và dịch vụ tự tiềudùng của hộ gia đình,Hoạt động làm thuê các công việctrong các hộ gia đình. Sản xuất sảnphẩm vật chất và dịch vụ tự tiềudùng của hộ gia đình,Hoạt động làm thuê các công việctrong các hộ gia đình. Sản xuất sảnphẩm vật chất và dịch vụ tự tiềudùng của hộ gia đình,5.885.772,"5,84",7.345.530,"6,49",5885772.0,5.84,7345530.0,6.49
Xây dựng,Xây dựng,Xây dựng,5.855.697,"5,81",5.687.635,"5,02",5855697.0,5.81,5687635.0,5.02
"Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí","Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí","Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí",3.472.549,"3,46",3.507.882,"3,10",3472549.0,3.46,3507882.0,3.1
"Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí","Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí","Nông nghiệp, lâm nghiệp và thủy sảnSản xuất và phân phối điện, khí đốt,nước nóng, hơi nước và điều hòakhông khí",3.327.162,"3,30",4.182.043,"3,69",3327162.0,3.3,4182043.0,3.69
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,2.648.046,"2,63",2.909.913,"2,57",2648046.0,2.63,2909913.0,2.57
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.751.728,"1,74",1.612.444,"1,42",1751728.0,1.74,1612444.0,1.42
"Hoạt động tài chính, ngân hàng vàbảo hiểm","Hoạt động tài chính, ngân hàng vàbảo hiểm","Hoạt động tài chính, ngân hàng vàbảo hiểm",1.234.344,"1,22",1.279.578,"1,13",1234344.0,1.22,1279578.0,1.13
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,474.125,"0,47",549.110,"0,48",474125.0,0.47,549110.0,0.48
Khai khoáng,Khai khoáng,Khai khoáng,342.381,"0,34",571.118,"0,50",342381.0,0.34,571118.0,0.5
"Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lývà xử lý rác thải, nước thải",296.496,"0,29",343.593,"0,30",296496.0,0.29,343593.0,0.3
"Hoạt động chuyên môn, khoa học vàcông nghệ","Hoạt động chuyên môn, khoa học vàcông nghệ","Hoạt động chuyên môn, khoa học vàcông nghệ",247.243,"0,25",258.548,"0,23",247243.0,0.25,258548.0,0.23
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,224.430,"0,22",290.991,"0,26",224430.0,0.22,290991.0,0.26
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,215.209,"0,21",257.501,"0,23",215209.0,0.21,257501.0,0.23
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,113.680,"0,11",131.836,"0,12",113680.0,0.11,131836.0,0.12
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",48.632,"0,06",70.286,"0,06",48632.0,0.06,70286.0,0.06
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,3.659.775,"3,63",5.483.038,"4,84",3659775.0,3.63,5483038.0,4.84
,,,100.767.406,"100,00",113.254.792,"100,00",100767406.0,100.0,113254792.0,100.0
