row_label_raw,row_label_full,col_0,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",90.321,87.021,90321.0,87021.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.786.958,2.765.269,2786958.0,2765269.0
Chi lương và phụ cấp,Chi lương và phụ cấp,Chi lương và phụ cấp,2.426.338,2.435.791,2426338.0,2435791.0
Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,222.584,210.904,222584.0,210904.0
Chi trợ cấp,Chi trợ cấp,Chi trợ cấp,56.972,57.250,56972.0,57250.0
Các khoản chi khác,Các khoản chi khác,Các khoản chi khác,81.064,61.324,81064.0,61324.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,794.173,633.531,794173.0,633531.0
Khấu hao tài sản cố định,Khấu hao tài sản cố định,Khấu hao tài sản cố định,100.888,99.764,100888.0,99764.0
Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,Bảo dưỡng và sửa chữa tài sản,137.600,116.607,137600.0,116607.0
Thuê tài sản,Thuê tài sản,Thuê tài sản,507.089,368.857,507089.0,368857.0
Mua sắm công cụ lao động,Mua sắm công cụ lao động,Mua sắm công cụ lao động,41.494,36.913,41494.0,36913.0
Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,Chi bảo hiểm tài sản,7.102,11.390,7102.0,11390.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,1.244.872,1.096.337,1244872.0,1096337.0
Công tác phí,Công tác phí,Công tác phí,78.951,63.066,78951.0,63066.0
"Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn","Chi thuê chuyên gia, tư vấn",180.452,139.080,180452.0,139080.0
Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,Chi hoạt động quản lý công vụ khác,985.469,894.191,985469.0,894191.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",109.952,95.736,109952.0,95736.0
Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),Hoàn nhập chi phí dự phòng (không tính chi phí dự phòng rủi ro tín dụng nội và ngoại bảng; chi phí dự phòng giảm giá chứng khoán),(8),(70),-8.0,-70.0
,,,5.026.268,4.677.824,5026268.0,4677824.0
