row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Thuyết minh,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,18.636.892,16.530.203,,18636892.0,16530203.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(9.414.498),(8.200.710),,-9414498.0,-8200710.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.282.295,1.554.013,,1282295.0,1554013.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,1.346.695,1.551.505,,1346695.0,1551505.0
Chi phí khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí khác,Chi phí khác,,(1.009.529),(976.084),,-1009529.0,-976084.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,1.338.284,166.207,,1338284.0,166207.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(4.175.067),(3.684.050),,-4175067.0,-3684050.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,34,(1.224.902),(1.391.593),34.0,-1224902.0,-1391593.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,6.780.170,5.549.491,,6780170.0,5549491.0
Những thay đổi về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(49.822.278),(31.438.212),,-49822278.0,-31438212.0
Giảm các khoản tiền gửi và cho vay các TCTD khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản tiền gửi và cho vay các TCTD khác,Giảm các khoản tiền gửi và cho vay các TCTD khác,,3.078.821,114.974,,3078821.0,114974.0
Tăng các khoản về kinh doanh chứng khoán,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản về kinh doanh chứng khoán,Tăng các khoản về kinh doanh chứng khoán,,(27.707.292),(6.903.477),,-27707292.0,-6903477.0
Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,446.344,,,446344.0
Tăng các khoản cho vay khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(27.735.506),(28.275.871),,-27735506.0,-28275871.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác","Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư dài hạn, phải thu khác",,(1.274.916),(682.668),,-1274916.0,-682668.0
Giảm khác về tài sản hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,3.816.615,3.862.486,,3816615.0,3862486.0
Những thay đổi về công nợ hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,48.309.944,48.142.848,,48309944.0,48142848.0
Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,Tăng/(Giảm) các khoản nợ Chính phủ và NHNN,,8.190.986,(2.027),,8190986.0,-2027.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",,6.465.167,35.223.310,,6465167.0,35223310.0
Tăng tiền gửi của khách hàng,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,22.263.416,15.225.250,,22263416.0,15225250.0
Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,12.219.181,(2.608.098),,12219181.0,-2608098.0
Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,466.772,263.356,,466772.0,263356.0
(Giảm)/Tăng khác về công nợ hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > (Giảm)/Tăng khác về công nợ hoạt động,(Giảm)/Tăng khác về công nợ hoạt động,,(1.295.546),41.057,,-1295546.0,41057.0
Chi từ các quỹ của TCTD,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi từ các quỹ của TCTD,Chi từ các quỹ của TCTD,,(32),-,,-32.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,5.267.836,22.254.127,,5267836.0,22254127.0
