row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024_1,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2024_1,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1
,,,triệu đồng,%,triệu đồng,%,,,,
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,1.274.101,"0,73",3.605.975,"2,45",1274101.0,0.73,3605975.0,2.45
Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,Công ty trách nhiệm hữu hạn Nhà nước,1.457.710,"0,83",756.626,"0,51",1457710.0,0.83,756626.0,0.51
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,47.240.196,"27,04",39.938.570,"27,17",47240196.0,27.04,39938570.0,27.17
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.416.543,"0,81",1.852.456,"1,26",1416543.0,0.81,1852456.0,1.26
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,78.619.804,"45,00",61.423.469,"41,79",78619804.0,45.0,61423469.0,41.79
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.039,"0,00",3.777,"0,00",2039.0,0.0,3777.0,0.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,47.946,"0,03",253.713,"0,17",47946.0,0.03,253713.0,0.17
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,18.195,"0,01",22.442,"0,02",18195.0,0.01,22442.0,0.02
"Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính, sự nghiệp, Đàng, đoàn thể và hiệp hội",209,"0,00",398,"0,00",209.0,0.0,398.0,0.0
Cá nhân,Cá nhân,Cá nhân,44.640.025,"25,55",39.125.168,"26,63",44640025.0,25.55,39125168.0,26.63
Khác,Khác,Khác,2.120,"0,00",1.028,"0,00",2120.0,0.0,1028.0,0.0
,,,174.718.888,"100,00",146.983.622,"100,00",174718888.0,100.0,146983622.0,100.0
