row_label_raw,row_label_full,Công cụ tài chính phải sinh,Công cụ tài chính phải sinh_1,Công cụ tài chính phải sinh_2,Công cụ tài chính phải sinh_3,Công cụ tài chính phải sinh_4,numeric__Công cụ tài chính phải sinh_1,numeric__Công cụ tài chính phải sinh_2,numeric__Công cụ tài chính phải sinh_3,numeric__Công cụ tài chính phải sinh_4
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,62.703.812,-,(43.307),(43.307),62703812.0,,-43307.0,-43307.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,158.208.872,-,(220.049),(220.049),158208872.0,,-220049.0,-220049.0
,,,220.912.684,-,(263.356),(263.356),220912684.0,,-263356.0,-263356.0
