row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024triệu đồng,Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,183.030,31.980,183030.0,31980.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,479.800.332,343.840.786,479800332.0,343840786.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,11.749.712,11.263.221,11749712.0,11263221.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,11.751.127,11.255.288,11751127.0,11255288.0
Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,Cam kết giao dịch hoán đổi tiền tệ,456.299.493,321.322.277,456299493.0,321322277.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,3.135.897,7.555.360,3135897.0,7555360.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,3.545.336,7.865.215,3545336.0,7865215.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(409.439),(309.855),-409439.0,-309855.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,24.893.161,21.686.263,24893161.0,21686263.0
Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,Cam kết bảo lãnh thanh toán,4.330.878,3.343.207,4330878.0,3343207.0
Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,Cam kết bảo lãnh thực hiện hợp đồng,5.784.610,5.332.633,5784610.0,5332633.0
Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,Cam kết bảo lãnh dự thầu,1.512.805,913.928,1512805.0,913928.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,14.248.401,12.934.764,14248401.0,12934764.0
- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,- Trừ: Tiền ký quỹ,(983.533),(838.269),-983533.0,-838269.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,20.300.893,11.326.397,20300893.0,11326397.0
