row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2024triệu đồng,Ngày 31 tháng 12năm 2023triệu đồng,numeric__Ngày 31 tháng 12năm 2024triệu đồng,numeric__Ngày 31 tháng 12năm 2023triệu đồng
Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,Tiền gửi các TCTD khác,59.566.767,54.452.727,59566767.0,54452727.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,14.179.047,13.311.099,14179047.0,13311099.0
- Bằng VND,- Bằng VND,- Bằng VND,13.869.476,12.954.566,13869476.0,12954566.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,309.571,356.533,309571.0,356533.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,45.387.720,41.141.628,45387720.0,41141628.0
- Bằng VND,- Bằng VND,- Bằng VND,43.198.205,40.831.510,43198205.0,40831510.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.189.515,310.118,2189515.0,310118.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,32.420.329,31.069.202,32420329.0,31069202.0
Bằng VND,Bằng VND,Bằng VND,24.467.402,11.880.021,24467402.0,11880021.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,7.952.927,19.189.181,7952927.0,19189181.0
,,,91.987.096,85.521.929,91987096.0,85521929.0
