row_label_raw,row_label_full,col_0,Năm 2024 triệu đồng,Năm 2023 triệu đồng,numeric__Năm 2024 triệu đồng,numeric__Năm 2023 triệu đồng
Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,Công ty TNEX FINANCE – Công ty con,,
Chi phí lãi tiền gửi,Công ty TNEX FINANCE – Công ty con > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(1.244),(908),-1244.0,-908.0
Thu nhập từ lãi tiền gửi,Công ty TNEX FINANCE – Công ty con > Thu nhập từ lãi tiền gửi,Thu nhập từ lãi tiền gửi,32.372,41.329,32372.0,41329.0
Thu nhập từ phí dịch vụ,Công ty TNEX FINANCE – Công ty con > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,68,30,68.0,30.0
Thỏa thuận quản lý thể tín dụng khách hàng cá nhân,Công ty TNEX FINANCE – Công ty con > Thỏa thuận quản lý thể tín dụng khách hàng cá nhân,Thỏa thuận quản lý thể tín dụng khách hàng cá nhân,-,2.048.600,,2048600.0
Nhận tiền gửi có kỳ hạn của MSB,Công ty TNEX FINANCE – Công ty con > Nhận tiền gửi có kỳ hạn của MSB,Nhận tiền gửi có kỳ hạn của MSB,7.673.700,8.787.880,7673700.0,8787880.0
MSB rút tiền gửi có kỳ hạn,Công ty TNEX FINANCE – Công ty con > MSB rút tiền gửi có kỳ hạn,MSB rút tiền gửi có kỳ hạn,6.599.500,8.268.880,6599500.0,8268880.0
Gửi tiền có kỳ hạn tại MSB,Công ty TNEX FINANCE – Công ty con > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,3.380.000,3.559.000,3380000.0,3559000.0
Rút tiền gửi có kỳ hạn tại MSB,Công ty TNEX FINANCE – Công ty con > Rút tiền gửi có kỳ hạn tại MSB,Rút tiền gửi có kỳ hạn tại MSB,3.580.000,3.359.000,3580000.0,3359000.0
Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn,,
Chi phí lãi tiền gửi,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(73.698),(164.886),-73698.0,-164886.0
Gửi tiền có kỳ hạn tại MSB,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,-,1.714.560,,1714560.0
Rút tiền gửi có kỳ hạn tại MSB,Tập đoàn Bưu chính viễn thông Việt Nam (“VNPT”) – Cổ đông lớn > Rút tiền gửi có kỳ hạn tại MSB,Rút tiền gửi có kỳ hạn tại MSB,1.555.000,2.609.560,1555000.0,2609560.0
CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(14),(6),-14.0,-6.0
Thu nhập từ phí dịch vụ,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,8,38,8.0,38.0
Thu nhập lãi tiền vay,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,20,1,20.0,1.0
Gửi tiền có kỳ hạn tại MSB,CTCP Tập đoàn ROX – Bên liên quan của thành viên Hội đồng Quản trị > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,760,-,760.0,
CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí trả lãi tiền gửi,CTCP FamilyMart Việt Nam – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí trả lãi tiền gửi,Chi phí trả lãi tiền gửi,(2),(1),-2.0,-1.0
CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(36),(47),-36.0,-47.0
Thu nhập lãi tiền vay,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,2,-,2.0,
Thu nhập từ phí dịch vụ và thu nhập khác,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập từ phí dịch vụ và thu nhập khác,Thu nhập từ phí dịch vụ và thu nhập khác,54,-,54.0,
Rút tiền gửi có kỳ hạn tại MSB,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị > Rút tiền gửi có kỳ hạn tại MSB,Rút tiền gửi có kỳ hạn tại MSB,203.000,-,203000.0,
Gửi tiền có kỳ hạn tại MSB,CTCP ROX Key Holdings – Bên liên quan của thành viên Hội đồng Quản trị > Gửi tiền có kỳ hạn tại MSB,Gửi tiền có kỳ hạn tại MSB,-,203.000,,203000.0
CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP ROX Asset – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(1),(3),-1.0,-3.0
CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị,,
Chi phí lãi tiền gửi,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(3),-,-3.0,
Thu nhập từ phí dịch vụ,CTCP ROX Living – Bên liên quan của thành viên Hội đồng Quản trị > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,2,-,2.0,
"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này","Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này",,
Thù lao của Hội đồng quản trị,"Thành viên Hội đồng Quản trị, Ban Tổng Giám đốc, Ban kiểm soát và những người có liên quan của các thành viên này > Thù lao của Hội đồng quản trị",Thù lao của Hội đồng quản trị,(11.395),(12.454),-11395.0,-12454.0
- Ông Trần Anh Tuấn,- Ông Trần Anh Tuấn,- Ông Trần Anh Tuấn,-,-,,
- Ông Trần Xuân Quảng,- Ông Trần Anh Tuấn > - Ông Trần Xuân Quảng,- Ông Trần Xuân Quảng,(2.838),(2.827),-2838.0,-2827.0
- Bà Nguyễn Thị Thiên Hương,- Ông Trần Anh Tuấn > - Bà Nguyễn Thị Thiên Hương,- Bà Nguyễn Thị Thiên Hương,(806),(3.230),-806.0,-3230.0
- Ông Nguyễn Hoàng An,- Ông Trần Anh Tuấn > - Ông Nguyễn Hoàng An,- Ông Nguyễn Hoàng An,(2.952),(2.936),-2952.0,-2936.0
- Bà Lê Thị Liên,- Ông Trần Anh Tuấn > - Bà Lê Thị Liên,- Bà Lê Thị Liên,(1.879),(1.869),-1879.0,-1869.0
- Ông Võ Tấn Long,- Ông Trần Anh Tuấn > - Ông Võ Tấn Long,- Ông Võ Tấn Long,(1.328),-,-1328.0,
- Ông Tạ Ngọc Đa,- Ông Trần Anh Tuấn > - Ông Tạ Ngọc Đa,- Ông Tạ Ngọc Đa,(1.592),(1.592),-1592.0,-1592.0
Thù lao của Ban kiểm soát,- Ông Trần Anh Tuấn > Thù lao của Ban kiểm soát,Thù lao của Ban kiểm soát,(5.496),(5.071),-5496.0,-5071.0
Lương của Tổng Giám đốc,- Ông Trần Anh Tuấn > Lương của Tổng Giám đốc,Lương của Tổng Giám đốc,(11.532),(11.404),-11532.0,-11404.0
Thu nhập lãi tiền vay,- Ông Trần Anh Tuấn > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,4.268,3.116,4268.0,3116.0
Chi phí lãi tiền gửi và chứng chỉ tiền gửi,- Ông Trần Anh Tuấn > Chi phí lãi tiền gửi và chứng chỉ tiền gửi,Chi phí lãi tiền gửi và chứng chỉ tiền gửi,(19.469),(39.211),-19469.0,-39211.0
Thu nhập từ phí dịch vụ,- Ông Trần Anh Tuấn > Thu nhập từ phí dịch vụ,Thu nhập từ phí dịch vụ,364,252,364.0,252.0
