row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dưcuối năm
Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,Phải trả NSNN,,,,
Thuế GTGT,Phải trả NSNN > Thuế GTGT,Thuế GTGT,11.393,132.303,(134.393),9.303,11393.0,132303.0,-134393.0,9303.0
Thuế TNDN,Phải trả NSNN > Thuế TNDN,Thuế TNDN,607.130,1.382.983,(1.224.902),765.211,607130.0,1382983.0,-1224902.0,765211.0
Các loại thuế khác,Phải trả NSNN > Các loại thuế khác,Các loại thuế khác,51.135,384.549,(407.732),27.952,51135.0,384549.0,-407732.0,27952.0
Các khoản phải nộp khác,Phải trả NSNN > Các khoản phải nộp khác,Các khoản phải nộp khác,-,2.503,(2.503),-,,2503.0,-2503.0,
,,,669.658,1.902.338,(1.769.530),802.466,669658.0,1902338.0,-1769530.0,802466.0
