row_label_raw,row_label_full,col_0,Ngày 31 tháng12 năm 2024triệu đồng,Ngày 31 tháng12 năm 2023triệu đồng,numeric__Ngày 31 tháng12 năm 2024triệu đồng,numeric__Ngày 31 tháng12 năm 2023triệu đồng
Dự phòng chung,Dự phòng chung,Dự phòng chung,1.288.492,1.088.969,1288492.0,1088969.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,1.635.529,1.185.864,1635529.0,1185864.0
,,,2.924.021,2.274.833,2924021.0,2274833.0
