row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,1.234.786.705.380,1.577.706.816.734,1.0,,1234786705380.0,1577706816734.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,863.636.364,2.0,,,863636364.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,17,1.234.786.705.380,1.576.843.180.370,10.0,17.0,1234786705380.0,1576843180370.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,18,1.220.545.837.216,1.488.832.595.794,11.0,18.0,1220545837216.0,1488832595794.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,14.240.868.164,88.010.584.576,20.0,,14240868164.0,88010584576.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,19,126.016.064.093,61.642.474.378,21.0,19.0,126016064093.0,61642474378.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,,608.708,2.680.665.814,22.0,,608708.0,2680665814.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,-,487.500.000,23.0,,,487500000.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,2.801.598.566,442.626.379,24.0,,2801598566.0,442626379.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,,7.734.975.326,6.484.011.731,25.0,,7734975326.0,6484011731.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,,6.072.973.363,6.336.946.855,26.0,,6072973363.0,6336946855.0
11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},11. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,129.249.973.426,134.594.060.933,30.0,,129249973426.0,134594060933.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,4.298.348.605,21.936.100.434,31.0,,4298348605.0,21936100434.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,2.845.933.827,1.203.735.861,32.0,,2845933827.0,1203735861.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,1.452.414.778,20.732.364.573,40.0,,1452414778.0,20732364573.0
15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,130.702.388.204,155.326.425.506,50.0,,130702388204.0,155326425506.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,20,15.943.905.962,16.798.435.564,51.0,20.0,15943905962.0,16798435564.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,21,22.612.706.794,-,52.0,21.0,22612706794.0,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,92.145.775.448,138.527.989.942,60.0,,92145775448.0,138527989942.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,91.988.703.280,138.514.676.294,61.0,,91988703280.0,138514676294.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,157.072.168,13.313.648,62.0,,157072168.0,13313648.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,22,341,528,70.0,22.0,341.0,528.0
