row_label_raw,row_label_full,Công ty cổ phần đầu tư dịch vụ Thành Nam,Số cuối năm > Giá gốc > 288.000.000.000,Số cuối năm > Giá trị hợp lý > 291.240.451.784,Số đầu năm > Giá gốc > 288.000.000.000,Số đầu năm > Giá trị hợp lý > 289.502.270.962,numeric__Số cuối năm > Giá gốc > 288.000.000.000,numeric__Số cuối năm > Giá trị hợp lý > 291.240.451.784,numeric__Số đầu năm > Giá gốc > 288.000.000.000,numeric__Số đầu năm > Giá trị hợp lý > 289.502.270.962
Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,Công ty cổ phần đầu tư xây dựng Hoàng Hiệp,100.000.000.000,102.054.607.648,100.000.000.000,102.001.185.750,100000000000.0,102054607648.0,100000000000.0,102001185750.0
Công ty TNHH Pruksa Việt Nam (*),Công ty TNHH Pruksa Việt Nam (*),Công ty TNHH Pruksa Việt Nam (*),-,-,262.522.400.000,260.159.556.557,,,262522400000.0,260159556557.0
Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,Công ty CP phát triển dịch vụ Trường Giang,135.800.000.000,137.428.809.599,135.800.000.000,136.418.813.753,135800000000.0,137428809599.0,135800000000.0,136418813753.0
Cộng,Cộng,Cộng,523.800.000.000,530.723.869.031,786.322.400.000,788.081.827.022,523800000000.0,530723869031.0,786322400000.0,788081827022.0
