row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,57.543.501,64.730.484,57543501.0,64730484.0
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,18.118.551,18.079.808,18118551.0,18079808.0
Công ty TNHH hơn MTV với vốn Nhà nước trên 50%,Công ty TNHH hơn MTV với vốn Nhà nước trên 50%,Công ty TNHH hơn MTV với vốn Nhà nước trên 50%,7.315.766,7.683.364,7315766.0,7683364.0
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,307.910.083,267.466.339,307910083.0,267466339.0
Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,Công ty Cổ phần vốn Nhà nước trên 50%,24.248.990,21.181.071,24248990.0,21181071.0
Công ty Cổ phần khác,Công ty Cổ phần khác,Công ty Cổ phần khác,407.852.471,346.530.426,407852471.0,346530426.0
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,31.641,4.190,31641.0,4190.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,14.656.644,13.350.585,14656644.0,13350585.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,78.796.482,61.301.483,78796482.0,61301483.0
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.310.113,1.307.206,1310113.0,1307206.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",554.050.527,471.415.451,554050527.0,471415451.0
"Dịch vụ hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",770.400,913.395,770400.0,913395.0
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,739.395,879.892,739395.0,879892.0
,,,1.473.344.564,1.274.843.694,1473344564.0,1274843694.0
