row_label_raw,row_label_full,col_0,Tổngdur nợ cho vay,Tổng tiền gửi,Các cam kếttín dụng,Công cụ tài chính phải sinh (Chênh lệch dư nợ -dur có),Kinh doanh vàđầu tư chứng khoán (Chênh lệch dư nợ -dur có),numeric__Tổngdur nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kếttín dụng,numeric__Công cụ tài chính phải sinh (Chênh lệch dư nợ -dur có),numeric__Kinh doanh vàđầu tư chứng khoán (Chênh lệch dư nợ -dur có)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,1.484.897.298,1.686.836.536,166.841.066,(555.946),184.136.602,1484897298.0,1686836536.0,166841066.0,-555946.0,184136602.0
Nước ngoài,Nước ngoài,Nước ngoài,9.058.888,5.002.466,132.757,-,-,9058888.0,5002466.0,132757.0,,
,,,1.493.956.186,1.691.839.002,166.973.823,(555.946),184.136.602,1493956186.0,1691839002.0,166973823.0,-555946.0,184136602.0
