row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,130.262.777,102.424.705,,130262777.0,102424705.0
02.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chỉ phí tương tự đã trả,(72.900.489),(52.210.737),,-72900489.0,-52210737.0
03.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,7.129.372,6.015.156,,7129372.0,6015156.0
04.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",4.521.662,3.525.665,,4521662.0,3525665.0
05.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập khác,314.913,4.505.276,,314913.0,4505276.0
06.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xoá, bù đáp bằng nguồn rủi ro",4.671.302,5.362.486,,4671302.0,5362486.0
07.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(18.023.866),(17.193.419),,-18023866.0,-17193419.0
08.,08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,(4.790.442)51.185.229,(1.911.799)50.517.333,,,
,,,Những thay đối về tài sản hoạt động,(218.903.221),(219.036.702),,-218903221.0,-219036702.0
09.,08. > 09.,09.,(Tăng) các khoản tiền gửi và cho vay các TCTD khác,(11.169.611),(27.273.637),,-11169611.0,-27273637.0
10.,08. > 10.,10.,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(9.929.090),6.188.335,,-9929090.0,6188335.0
11.,08. > 11.,11.,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,3.058.727,(1.603.937),,3058727.0,-1603937.0
12.,08. > 12.,12.,(Tăng) các khoản cho vay khách hàng,(198.500.870),(144.153.942),,-198500870.0,-144153942.0
13.,08. > 13.,13.,"(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất",(26.755.450),(20.194.345),,-26755450.0,-20194345.0
14.,08. > 14.,14.,Giảm/(tăng) khác về tài sản hoạt động,24.393.073,(31.999.176),,24393073.0,-31999176.0
,,,Những thay đối về công nợ hoạt động,196.486.340,252.983.098,,196486340.0,252983098.0
15.,08. > 15.,15.,(Giảm)/tăng các khoản nợ chính phủ và NHNN,(82.965.197),71.484.898,,-82965197.0,71484898.0
16.,08. > 16.,16.,"Tăng các khoản tiền gửi, tiền vay các TCTD khác",94.891.878,70.595.997,,94891878.0,70595997.0
17.,08. > 17.,17.,Tăng tiền gửi của khách hàng,161.723.004,87.327.921,,161723004.0,87327921.0
18.,08. > 18.,18.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),24.005.308,26.873.634,,24005308.0,26873634.0
19.,08. > 19.,19.,"(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",(154.422),(135.729),,-154422.0,-135729.0
20.,08. > 20.,20.,(Tăng) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,555.946,-,,555946.0,
21.,08. > 21.,21.,(Giảm) khác về công nợ hoạt động,(1.570.177),(3.163.623),,-1570177.0,-3163623.0
I.,08. > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,28.768.348,84.463.729,,28768348.0,84463729.0
