row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại),numeric__Năm nay,numeric__Năm trước(Trình bày lại)
,,,Triệu VND,Triệu VND,,
Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,Lợi nhuận trước thuế TNDN,24.989.525,21.131.873,24989525.0,21131873.0
Điều chính cho các khoản,Điều chính cho các khoản,Điều chính cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chính cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(451.972),(421.947),-451972.0,-421947.0
- Lợi nhuận của công ty con,Điều chính cho các khoản > - Lợi nhuận của công ty con,- Lợi nhuận của công ty con,(864.653),(592.710),-864653.0,-592710.0
- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,Điều chính cho các khoản > - Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,- Thu nhập từ lợi ích tăng lên tại các công ty liên doanh,164.703,(90.298),164703.0,-90298.0
- Biến động dự phòng/dánh giá lại cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,Điều chính cho các khoản > - Biến động dự phòng/dánh giá lại cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,- Biến động dự phòng/dánh giá lại cho các khoản cho vay và trái phiếu khi hợp nhất báo cáo tài chính,(295.342),(71.508),-295342.0,-71508.0
- Khác,Điều chính cho các khoản > - Khác,- Khác,144.791,98.777,144791.0,98777.0
Thu nhập chịu thuế TNDN của Ngân hàng mẹ,Điều chính cho các khoản > Thu nhập chịu thuế TNDN của Ngân hàng mẹ,Thu nhập chịu thuế TNDN của Ngân hàng mẹ,23.687.052,20.054.187,23687052.0,20054187.0
Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,Điều chính cho các khoản > Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,Chi phí thuế TNDN của Ngân hàng mẹ tính trên thu nhập chịu thuế trong nước,4.737.411,4.010.837,4737411.0,4010837.0
Chi phí thuế TNDN của công ty con,Điều chính cho các khoản > Chi phí thuế TNDN của công ty con,Chi phí thuế TNDN của công ty con,207.433,136.940,207433.0,136940.0
Chi phí thuế TNDN tính trên thu nhập chịu thuế,Điều chính cho các khoản > Chi phí thuế TNDN tính trên thu nhập chịu thuế,Chi phí thuế TNDN tính trên thu nhập chịu thuế,4.944.844,4.147.777,4944844.0,4147777.0
