row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm(Số liệu đã công bố) > Triệu VND,Số điều chỉnh của KTNN > Triệu VND,Số đầu năm(Trình bày lại) > Triệu VND,numeric__Số đầu năm(Số liệu đã công bố) > Triệu VND,numeric__Số điều chỉnh của KTNN > Triệu VND,numeric__Số đầu năm(Trình bày lại) > Triệu VND
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,78.231.151,(17.973),78.213.178,78231151.0,-17973.0,78213178.0
Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,Lãi cho vay và phí phải thu chưa thu được,8.353.544,350,8.353.894,8353544.0,350.0,8353894.0
Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,116.947.615,(17.223),116.930.392,116947615.0,-17223.0,116930392.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,105.915.412,(4.137.388),101.778.024,105915412.0,-4137388.0,101778024.0
