row_label_raw,row_label_full,col_0,Tổng tài sản,Tổng tài sản_1,numeric__Tổng tài sản,numeric__Tổng tài sản_1
,,,31/12/2020VND,1/1/2020VND,,
Việt Nam,Việt Nam,Việt Nam,6.332.591.961.040,5.909.655.823.258,6332591961040.0,5909655823258.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,583.927.694.051,351.582.771.523,583927694051.0,351582771523.0
Nhật Bản,Nhật Bản,Nhật Bản,254.430.331.419,90.969.960.286,254430331419.0,90969960286.0
Các vùng địa lý khác,Các vùng địa lý khác,Các vùng địa lý khác,288.497.906.368,470.513.813.117,288497906368.0,470513813117.0
,,,7.459.447.892.878,6.822.722.368.184,7459447892878.0,6822722368184.0
