row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,,
Mua thành phẩm,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Mua thành phẩm,Mua thành phẩm,1.574.233.740.345,2.403.903.902.519,1574233740345.0,2403903902519.0
Mua nguyên vật liệu,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Mua nguyên vật liệu,Mua nguyên vật liệu,1.778.728.917,2.072.047.536,1778728917.0,2072047536.0
Mua dịch vụ,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Mua dịch vụ,Mua dịch vụ,807.660.409,-,807660409.0,
Bán thành phẩm,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Bán thành phẩm,Bán thành phẩm,1.529.519.066.949,2.173.461.482.247,1529519066949.0,2173461482247.0
Bán nguyên vật liệu,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Bán nguyên vật liệu,Bán nguyên vật liệu,21.765.130.151,2.377.628.654,21765130151.0,2377628654.0
Thu nhập từ cổ tức,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Thu nhập từ cổ tức,Thu nhập từ cổ tức,-,374.359.051.893,,374359051893.0
Thu nhập khác,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Thu nhập khác,Thu nhập khác,112.340.757,1.387.890.000,112340757.0,1387890000.0
Chi phí khác,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Chi phí khác,Chi phí khác,136.564.345,-,136564345.0,
Góp vốn,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang > Góp vốn,Góp vốn,-,131.025.630.000,,131025630000.0
Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang,,
Mua nguyên vật liệu,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang > Mua nguyên vật liệu,Mua nguyên vật liệu,623.066.711.743,972.582.431.190,623066711743.0,972582431190.0
Góp vốn,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang > Góp vốn,Góp vốn,176.052.282.925,225.077.760.876,176052282925.0,225077760876.0
Cho vay,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang > Cho vay,Cho vay,20.500.000.000,-,20500000000.0,
Thu nhập lãi cho vay,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang > Thu nhập lãi cho vay,Thu nhập lãi cho vay,27.260.274,-,27260274.0,
Tiền thu từ thanh lý tài sản cổ định hữu hình,Công ty TNHH Thủy hải sản Minh Phú – Kiên Giang > Tiền thu từ thanh lý tài sản cổ định hữu hình,Tiền thu từ thanh lý tài sản cổ định hữu hình,389.625.748,-,389625748.0,
Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,Công ty TNHH Sản xuất giống Thủy sản Minh Phú,,
Góp vốn,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Góp vốn,Góp vốn,44.790.289.956,23.833.420.074,44790289956.0,23833420074.0
Mua thành phẩm,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Mua thành phẩm,Mua thành phẩm,1.905.507.530,-,1905507530.0,
Bán thành phẩm,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Bán thành phẩm,Bán thành phẩm,15.015.000,-,15015000.0,
Tiền thu từ thanh lý tài sản cổ định hữu hình,Công ty TNHH Sản xuất giống Thủy sản Minh Phú > Tiền thu từ thanh lý tài sản cổ định hữu hình,Tiền thu từ thanh lý tài sản cổ định hữu hình,627.291.630,-,627291630.0,
Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,,
Mua nguyên vật liệu,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Mua nguyên vật liệu,Mua nguyên vật liệu,299.306.725.184,483.469.107.570,299306725184.0,483469107570.0
Góp vốn,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Góp vốn,Góp vốn,246.119.309.446,313.315.005.871,246119309446.0,313315005871.0
Cho vay,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Cho vay,Cho vay,112.500.000.000,-,112500000000.0,
Thu nhập lãi cho vay,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Thu nhập lãi cho vay,Thu nhập lãi cho vay,777.534.246,-,777534246.0,
Tiền thu từ thanh lý tài sản cổ định hữu hình,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An > Tiền thu từ thanh lý tài sản cổ định hữu hình,Tiền thu từ thanh lý tài sản cổ định hữu hình,17.427.241.944,339.404.276,17427241944.0,339404276.0
Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,Mseafood Corporation,,
Bán thành phẩm,Mseafood Corporation > Bán thành phẩm,Bán thành phẩm,774.942.537.065,3.127.773.477.947,774942537065.0,3127773477947.0
Hàng bán bị trả lại,Mseafood Corporation > Hàng bán bị trả lại,Hàng bán bị trả lại,3.902.761.116,18.282.656.065,3902761116.0,18282656065.0
Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú,,
Mua dịch vụ,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú > Mua dịch vụ,Mua dịch vụ,31.313.441.220,29.636.744.230,31313441220.0,29636744230.0
Mua nguyên vật liệu,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú > Mua nguyên vật liệu,Mua nguyên vật liệu,7.773.521.998,3.389.731.530,7773521998.0,3389731530.0
Lợi nhuận được phân phối,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú > Lợi nhuận được phân phối,Lợi nhuận được phân phối,120.412.459.014,-,120412459014.0,
Góp vốn,Công ty TNHH MTV Chuỗi cung ứng Thủy sảnMinh Phú > Góp vốn,Góp vốn,18.000.000.000,-,18000000000.0,
Công ty TNHH Kho vận Ebisumo,Công ty TNHH Kho vận Ebisumo,Công ty TNHH Kho vận Ebisumo,Công ty TNHH Kho vận Ebisumo,Công ty TNHH Kho vận Ebisumo,,
Bán thành phẩm,Công ty TNHH Kho vận Ebisumo > Bán thành phẩm,Bán thành phẩm,515.478.670.248,501.404.713.178,515478670248.0,501404713178.0
Hàng bán bị trả lại,Công ty TNHH Kho vận Ebisumo > Hàng bán bị trả lại,Hàng bán bị trả lại,1.051.176.960,389.630.336,1051176960.0,389630336.0
