row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,14.353.523.160,14.353.523.160,,14353523160.0,14353523160.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,12.415.875.591,12.415.875.591,,12415875591.0,12415875591.0
Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,7.431.168.134,-,7.431.168.134,7431168134.0,,7431168134.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,17.946.572.478,-,17.946.572.478,17946572478.0,,17946572478.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(196.205.016),(12.722.938.535),(12.919.143.551),-196205016.0,-12722938535.0,-12919143551.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,25.181.535.596,14.046.460.216,39.227.995.812,25181535596.0,14046460216.0,39227995812.0
