row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,5.207.178,-,,,5207178.0,
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,4.221.789.086,2.645.789.790,,,4221789086.0,2645789790.0
50,50,50,Cộng doanh thu hoạt động tài chính,,4.226.996.264,2.645.789.790,,,4226996264.0,2645789790.0
,,,IV. CHI PHÍ TÀI CHÍNH,35,,,,35.0,,
52,52,52,"1. Chi phí lãi vay, lãi trái phiếu phát hành",,183.423.790.642,189.845.663.055,,,183423790642.0,189845663055.0
55,55,55,2. Chi phí tài chính khác,,-,106.213.077,,,,106213077.0
60,60,60,Cộng chi phí tài chính,,183.423.790.642,189.951.876.132,,,183423790642.0,189951876132.0
61,61,61,V. CHI PHÍ BÁN HÀNG,,6.943.438.428,7.176.467.562,,,6943438428.0,7176467562.0
,,,VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,36,102.913.981.670,95.254.409.311,,36.0,102913981670.0,95254409311.0
62,62,62,VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,36,102.913.981.670,95.254.409.311,,36.0,102913981670.0,95254409311.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,194.667.563.998,18.091.120.369,,,194667563998.0,18091120369.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,37,8.070.862.615,6.186.379.889,,37.0,8070862615.0,6186379889.0
72,72,72,Chi phí khác,,6.733.680,109.173.983,,,6733680.0,109173983.0
80,80,80,Cộng kết quả hoạt động khác,,8.064.128.935,6.077.205.906,,,8064128935.0,6077205906.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,202.731.692.933,24.168.326.275,,,202731692933.0,24168326275.0
91,91,91,1. Lợi nhuận đã thực hiện,,219.408.760.229,39.702.976.640,,,219408760229.0,39702976640.0
92,92,92,2. Lợi nhuận chưa thực hiện,,(16.677.067.296),(15.534.650.365),,,-16677067296.0,-15534650365.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),38,25.379.465.501,205.400.000,,38.0,25379465501.0,205400000.0
100.1,100.1,100.1,1. Chi phí thuế TNDN hiện hành,38.1,36.540.073.070,-,,381.0,36540073070.0,
100.2,100.2,100.2,2. Chi phí thuế TNDN hoãn lại,38.2,(11.160.607.569),205.400.000,,382.0,-11160607569.0,205400000.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,177.352.227.432,23.962.926.275,,,177352227432.0,23962926275.0
300,300,300,XII. THU NHẬP TOÀN DIỆN KHÁC SAU THUẾ TNDN,,-,-,,,,
500,300 > 500,500,XIII. THU NHẬP THUÀN TRÊN CỔ PHIỂU PHÓ THÔNG,,1.497,314,,,1497.0,314.0
501,300 > 501,501,Lãi cơ bản trên cổ phiếu,39,1.497,314,,39.0,1497.0,314.0
