row_label_raw,row_label_full,col_0,Số phải trả dàunàmVND,Số phải thuđâu nàmVND,Số phải nộp trongnàmVND,Số đã nộp trongnàmVND,Số phải trả cuốinàmVND,numeric__Số phải trả dàunàmVND,numeric__Số phải thuđâu nàmVND,numeric__Số phải nộp trongnàmVND,numeric__Số đã nộp trongnàmVND,numeric__Số phải trả cuốinàmVND
Thuế già trị gia tăng,Thuế già trị gia tăng,Thuế già trị gia tăng,565.209.860,-,5.296.229.823,5.750.141.158,111.298.525,565209860.0,,5296229823.0,5750141158.0,111298525.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,381.640.710,36.540.073.070,35.338.350.829,820.081.531,,381640710.0,36540073070.0,35338350829.0,820081531.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,11.248.244.929,-,168.297.046.322,166.398.733.844,13.146.557.407,11248244929.0,,168297046322.0,166398733844.0,13146557407.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,13.458.435,-,3.638.967.139,3.365.473.631,286.951.943,13458435.0,,3638967139.0,3365473631.0,286951943.0
Tổng cộng,Tổng cộng,Tổng cộng,11.826.913.224,381.640.710,213.772.316.354,210.852.699.462,14.364.889.406,11826913224.0,381640710.0,213772316354.0,210852699462.0,14364889406.0
