row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước Thuế TNDN,,202.731.692.933,24.168.326.275,,,202731692933.0,24168326275.0
02,02,02,Điều chỉnh cho các khoản:,,267.197.150.144,291.083.138.880,,,267197150144.0,291083138880.0
03,03,03,Khấu hao TSCĐ,,8.408.736.167,5.676.631.583,,,8408736167.0,5676631583.0
04,04,04,Các khoản dự phòng,,92.212.038.648,100.660.607.008,,,92212038648.0,100660607008.0
05,05,05,(Lãi) chênh lệch tỷ giá hối đoái chưa thực hiện,,(5.207.178),-,,,-5207178.0,
06,06,06,"Chi phí lãi vay, lãi trái phiếu phát hành",,183.423.790.642,184.757.033.606,,,183423790642.0,184757033606.0
07,07,07,Lãi từ hoạt động đầu tư,,-,(11.133.317),,,,-11133317.0
08,08,08,Dự thu tiền lãi,,(16.842.208.135),-,,,-16842208135.0,
10,10,10,Tăng các chi phí phi tiền tệ,,7.340.187.073,25.013.047.879,,,7340187073.0,25013047879.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,7.340.187.073,25.013.047.879,,292.0,7340187073.0,25013047879.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(9.342.087.401),(9.478.397.514),,,-9342087401.0,-9478397514.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(9.342.087.401),(9.478.397.514),,292.0,-9342087401.0,-9478397514.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,467.926.942.749,330.786.115.520,,,467926942749.0,330786115520.0
31,31,31,(Tăng)/giảm tài sản tài chính FVTPL,,(33.356.766.677),18.826.356.522,,,-33356766677.0,18826356522.0
32,32,32,Giảm/(tăng) các khoản đầu tư HTM,,113.173.143.926,(339.496.000.000),,,113173143926.0,-339496000000.0
33,33,33,Giảm/(tăng) các khoản cho vay,,315.973.354.554,(596.882.152.356),,,315973354554.0,-596882152356.0
34,34,34,Giảm tài sản tài chính AFS,,2.138.595.306,88.192.000.000,,,2138595306.0,88192000000.0
35,35,35,(Tăng)/giảm phải thu bán các tài sản tài chính,,(250.000.000),12.600.000.000,,,-250000000.0,12600000000.0
36,36,36,"Giảm/(tăng) phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,19.033.259.399,(9.893.073.829),,,19033259399.0,-9893073829.0
37,37,37,Giảm các khoản phải thu các dịch vụ CTCK cung cấp,,218.353.780.933,26.461.124.483,,,218353780933.0,26461124483.0
39,39,39,(Tăng)/giảm các khoản phải thu khác,,(90.725.942.985),16.920.271.620,,,-90725942985.0,16920271620.0
40,40,40,Giảm/(tăng) các tài sản khác,,96.328.951.095,(107.522.085.188),,,96328951095.0,-107522085188.0
41,41,41,Giảm chi phí phải trả (không bao gồm chi phí lãi vay),,(6.599.967.155),(105.356.870.348),,,-6599967155.0,-105356870348.0
42,42,42,Tăng/(Giảm) chi phí trả trước,,2.567.417.610,(1.621.350.262),,,2567417610.0,-1621350262.0
43,43,43,Thuế TNDN đã nộp,22,(35.338.350.829),-,,22.0,-35338350829.0,
44,44,44,Lãi vay đã trả,,(189.619.367.029),(21.268.547.805),,,-189619367029.0,-21268547805.0
45,45,45,(Giảm)/tăng phải trả cho người bán,,(1.788.180.837),855.971.868,,,-1788180837.0,855971868.0
46,46,46,Tăng các khoản trích nộp phúc lợi nhân viên,,744.244.542,479.994.575,,,744244542.0,479994575.0
47,47,47,Tăng thuế và các khoản phải nộp Nhà nước (Không bao gồm thuế TNDN đã nộp),,1.336.253.941,4.466.457.962,,,1336253941.0,4466457962.0
48,48,48,(Giảm)/tăng phải trả người lao động,,(2.787.215.450),5.249.694.793,,,-2787215450.0,5249694793.0
50,50,50,"Tăng/(giảm) phải trả, phải nộp khác",,(525.301.411.759),36.157.526.501,,,-525301411759.0,36157526501.0
60,60,60,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,351.808.741.334,(641.044.565.944),,,351808741334.0,-641044565944.0
