row_label_raw,row_label_full,col_0,Năm 2018 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2018 > Giá trị giao dịch thực hiện trong năm (VND),Năm 2017 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2017 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2018 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2018 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2017 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2017 > Giá trị giao dịch thực hiện trong năm (VND)
a. Của Công ty,a. Của Công ty,a. Của Công ty,76.389.310,4.470.715.511.800,39.138.025,1.032.613.535.328,76389310.0,4470715511800.0,39138025.0,1032613535328.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,46.379.310,1.169.652.641.800,36.559.053,771.560.058.000,46379310.0,1169652641800.0,36559053.0,771560058000.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,30.010.000,3.301.062.870.000,2.578.972,261.053.477.328,30010000.0,3301062870000.0,2578972.0,261053477328.0
b. Của nhà đầu tư,b. Của nhà đầu tư,b. Của nhà đầu tư,9.044.835.117,215.014.361.862.450,9.101.530.901,161.099.673.566.269,9044835117.0,215014361862450.0,9101530901.0,161099673566269.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,9.040.770.717,214.634.397.641.050,9.088.541.892,159.706.726.878.360,9040770717.0,214634397641050.0,9088541892.0,159706726878360.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,3.805.100,376.000.155.000,12.844.959,1.390.794.491.809,3805100.0,376000155000.0,12844959.0,1390794491809.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,259.300,3.964.066.400,144.050,2.152.196.100,259300.0,3964066400.0,144050.0,2152196100.0
Tổng cộng,Tổng cộng,Tổng cộng,9.121.224.427,219.485.077.374.250,9.140.668.926,162.132.287.101.597,9121224427.0,219485077374250.0,9140668926.0,162132287101597.0
