row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2018 VND,31/12/2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__31/12/2017 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,3.645.838.061.489,4.163.525.209.406,,,3645838061489.0,4163525209406.0
110,110,110,I. Tài sản tài chính,,3.615.362.264.946,4.041.543.208.798,,,3615362264946.0,4041543208798.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,458.449.693.695,261.746.724.202,,5.0,458449693695.0,261746724202.0
111.1,111.1,111.1,1.1. Tiền,,353.049.693.695,261.746.724.202,,,353049693695.0,261746724202.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,105.400.000.000,-,,,105400000000.0,
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãiỗ (FVTPL),7.1,326.435.333.150,291.076.666.145,,71.0,326435333150.0,291076666145.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.2,388.321.895.099,501.495.039.025,,72.0,388321895099.0,501495039025.0
114,114,114,4. Các khoản cho vay,7.3,2.300.284.385.457,2.616.257.740.011,,73.0,2300284385457.0,2616257740011.0
115,115,115,5. Các tài sản tài chính sẵn sàng để bán (AFS),7.4,223.584.964.268,225.723.559.574,,74.0,223584964268.0,225723559574.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,7.5,(121.334.879.344),(10.180.012.945),,75.0,-121334879344.0,-10180012945.0
117,117,117,7. Các khoản phải thu,8,17.092.208.135,19.033.259.399,,8.0,17092208135.0,19033259399.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,,250.000.000,-,,,250000000.0,
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",,16.842.208.135,19.033.259.399,,,16842208135.0,19033259399.0
,,,"7.2.1. Phải thu cổ tức, tiến lãi đến ngày nhận",,4.403.516.106,5.076.160.874,,,4403516106.0,5076160874.0
117.4,117.4,117.4,"7.2.2. Dự thu cổ tức, tiến lãi chưa đến ngày nhận",,12.438.692.029,13.957.098.525,,,12438692029.0,13957098525.0
118,118,118,8. Trả trước cho người bán,,7.113.128.118,7.131.672.268,,,7113128118.0,7131672268.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,160.183.782.851,378.537.563.784,,9.0,160183782851.0,378537563784.0
122,122,122,10. Các khoản phải thu khác,10,105.905.858.047,193.888.082.341,,10.0,105905858047.0,193888082341.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,11,(250.674.104.530),(443.167.085.006),,11.0,-250674104530.0,-443167085006.0
130,130,130,II. Tài sản ngắn hạn khác,,30.475.796.543,121.982.000.608,,,30475796543.0,121982000608.0
131,131,131,1. Tạm ứng,,418.500.000,1.921.102.467,,,418500000.0,1921102467.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,501.096.863,630.039.746,,,501096863.0,630039746.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,12,11.191.271.457,8.986.217.685,,12.0,11191271457.0,8986217685.0
134,134,134,"4. Cầm có, thế chấp, ký quỹ, ký cược ngắn hạn",13,15.364.928.223,110.063.000.000,,13.0,15364928223.0,110063000000.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,,-,381.640.710,,,,381640710.0
137,137,137,6. Tài sản ngắn hạn khác,,3.000.000.000,-,,,3000000000.0,
