row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2018 VND,31/12/2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__31/12/2017 VND
,,,B. TÀI SẢN VÀ CÁC KHOẢN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HẢNG (tiếp theo),,,,,,,
026,026,026,Tiền gửi của khách hàng,,1.518.756.848.324,1.781.972.345.919,,,1518756848324.0,1781972345919.0
027,027,027,Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,1.514.979.124.473,1.720.500.354.967,,,1514979124473.0,1720500354967.0
027.1,027.1,027.1,Trong đó: Tiến gửi ký quỹ của Nhà đầu tư tại VSD,28.10,360.158.207.507,44.162.257.377,,2810.0,360158207507.0,44162257377.0
028,028,028,Tiền gửi tổng hợp giao dịch chứng khoán của khách hàng,28.10,1.560.058.864,60.864.158.377,,2810.0,1560058864.0,60864158377.0
030,030,030,Tiền gửi của Tổ chức phát hành chứng khoán,28.11,2.217.664.987,607.832.575,,2811.0,2217664987.0,607832575.0
031,031,031,Phải trả Nhà đầu tư về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,28.12,1.516.539.183.337,1.781.364.513.344,,2812.0,1516539183337.0,1781364513344.0
031.1,031.1,031.1,Phải trả Nhà đầu tư trong nước về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,1.510.479.485.804,1.774.825.256.046,,,1510479485804.0,1774825256046.0
031.2,031.2,031.2,Phải trả Nhà đầu tư nước ngoài về tiền gửi giao dịch chứng khoán theo phương thức CTCK quản lý,,6.059.697.533,6.539.257.298,,,6059697533.0,6539257298.0
032,032,032,Phải trả Tổ chức phát hành chứng khoán,28.13,2.111.904.984,460.512.899,,2813.0,2111904984.0,460512899.0
035,035,035,"Phải trả cổ tức, gốc và lãi trái phiếu",28.14,105.760.003,147.319.676,,2814.0,105760003.0,147319676.0
