row_label_raw,row_label_full,Không quá hạn và không bị suy giảm VND,Quá hạn nhưng không bị suy giảm VND,Quá hạn và bị suy giảm giá trị VND,Tổng cộng VND,numeric__Quá hạn nhưng không bị suy giảm VND,numeric__Quá hạn và bị suy giảm giá trị VND,numeric__Tổng cộng VND
458.449.693.695,458.449.693.695,458.449.693.695,-,-,458.449.693.695,,,458449693695.0
2.300.284.385.457,2.300.284.385.457,2.300.284.385.457,-,-,2.300.284.385.457,,,2300284385457.0
15.310.236.369,15.310.236.369,15.310.236.369,-,250.779.404.529,266.089.640.898,,250779404529.0,266089640898.0
2.774.044.315.521,2.774.044.315.521,2.774.044.315.521,-,250.779.404.529,3.024.823.720.050,,250779404529.0,3024823720050.0
