row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,18.227.537,467.561.071.172,394.472.711.421,73.088.359.751,26.799.004.686,,18227537.0,467561071172.0,394472711421.0,73088359751.0,26799004686.0
1,1,1,CTG,225.010,7.072.786.000,5.456.671.738,1.616.114.262,-,,225010.0,7072786000.0,5456671738.0,1616114262.0,
1,1,1,DIG,7.500.300,175.228.572.000,149.293.769.868,25.934.802.132,-,,7500300.0,175228572000.0,149293769868.0,25934802132.0,
1,1,1,BSR,3.800.000,117.760.200.000,85.880.000.000,31.880.200.000,-,,3800000.0,117760200000.0,85880000000.0,31880200000.0,
1,1,1,Cổ phiếu niêm yết khác,6.702.227,167.499.513.172,153.842.269.815,13.657.243.357,26.799.004.686,,6702227.0,167499513172.0,153842269815.0,13657243357.0,26799004686.0
2,2,2,Chứng chỉ tiền gửi,90.000,90.406.849.315,90.020.340.000,386.509.315,2.320.000.000,,90000.0,90406849315.0,90020340000.0,386509315.0,2320000000.0
3,3,3,Trái phiếu niêm yết,8.130.000,881.854.620.000,869.199.016.667,12.655.603.333,52.418.508,,8130000.0,881854620000.0,869199016667.0,12655603333.0,52418508.0
3,3,3,Trái phiếu KBC11710,1.990.000,208.087.170.000,198.058.066.667,10.029.103.333,-,,1990000.0,208087170000.0,198058066667.0,10029103333.0,
3,3,3,Trái phiếu NVLG122018,-,-,-,-,52.418.508,,,,,,52418508.0
3,3,3,Trái phiếu BVDB17319,1.200.000,137.515.800.000,136.850.700.000,665.100.000,-,,1200000.0,137515800000.0,136850700000.0,665100000.0,
3,3,3,Trái phiếu niêm yết khác,4.940.000,536.251.650.000,534.290.250.000,1.961.400.000,-,,4940000.0,536251650000.0,534290250000.0,1961400000.0,
4,4,4,Trái phiếu chưa niêm yết,9.555.689,1.411.440.411.890,1.370.230.660.512,41.209.751.378,8.607.400.402,,9555689.0,1411440411890.0,1370230660512.0,41209751378.0,8607400402.0
4,4,4,Trái phiếu Công ty TNHH Liên doanh Ô tô Hòa Bình,138,14.264.953.398,13.800.000.000,464.953.398,3.530.547.945,,138.0,14264953398.0,13800000000.0,464953398.0,3530547945.0
4,4,4,Trái phiếu Công ty Cổ phần Tập đoàn Đầu tư Địa ốc Nova,2.198.937,229.429.466.764,219.541.046.276,9.888.420.488,-,,2198937.0,229429466764.0,219541046276.0,9888420488.0,
4,4,4,Trái phiếu Tập đoàn Vingroup - Công ty Cổ phần,-,-,-,-,994.483.515,,,,,,994483515.0
4,4,4,Trái phiếu chưa niêm yết khác,7.356.614,1.167.745.991.728,1.136.889.614.236,30.856.377.492,4.082.368.942,,7356614.0,1167745991728.0,1136889614236.0,30856377492.0,4082368942.0
,,,Tổng cộng,36.003.226,2.851.262.952.377,2.723.922.728.600,127.340.223.777,37.778.823.596,,36003226.0,2851262952377.0,2723922728600.0,127340223777.0,37778823596.0
