row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,202.731.692.933,24.168.326.275,202731692933.0,24168326275.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,,,,
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,,,
- Chi phí không được khấu trừ,Các khoản điều chỉnh tăng > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,2.983.636.980,1.393.881.527,2983636980.0,1393881527.0
- Chi phí dự phòng phải thu khó đòi trích trước,Các khoản điều chỉnh tăng > - Chi phí dự phòng phải thu khó đòi trích trước,- Chi phí dự phòng phải thu khó đòi trích trước,30.771.320.183,-,30771320183.0,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,,,,
- Thu nhập từ cổ tức,Các khoản điều chỉnh giảm > - Thu nhập từ cổ tức,- Thu nhập từ cổ tức,(6.584.171.179),(7.703.573.776),-6584171179.0,-7703573776.0
- Hoàn nhập các chênh lệch tạm thời,Các khoản điều chỉnh giảm > - Hoàn nhập các chênh lệch tạm thời,- Hoàn nhập các chênh lệch tạm thời,(7.180.000.000),(1.027.000.000),-7180000000.0,-1027000000.0
- Chênh lệch thuần đánh giá lại tài sản tài chính FVTPL,Các khoản điều chỉnh giảm > - Chênh lệch thuần đánh giá lại tài sản tài chính FVTPL,- Chênh lệch thuần đánh giá lại tài sản tài chính FVTPL,16.682.274.474,15.534.650.365,16682274474.0,15534650365.0
- Chênh lệch tỷ giá hối đoái,Các khoản điều chỉnh giảm > - Chênh lệch tỷ giá hối đoái,- Chênh lệch tỷ giá hối đoái,(5.207.178),-,-5207178.0,
Lỗ lũy kế được chuyển (*),Các khoản điều chỉnh giảm > Lỗ lũy kế được chuyển (*),Lỗ lũy kế được chuyển (*),(56.699.180.867),(32.366.284.391),-56699180867.0,-32366284391.0
Thu nhập chịu thuế uрок tính năm hiện hành,Các khoản điều chỉnh giảm > Thu nhập chịu thuế uрок tính năm hiện hành,Thu nhập chịu thuế uрок tính năm hiện hành,182.700.365.346,-,182700365346.0,
Thuế suất thuế TNDN,Các khoản điều chỉnh giảm > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Thuế TNDN phải trả uрок tính năm hiện hành,Các khoản điều chỉnh giảm > Thuế TNDN phải trả uрок tính năm hiện hành,Thuế TNDN phải trả uрок tính năm hiện hành,36.540.073.070,-,36540073070.0,
