row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,90.138.260.750.450,77.875.997.520.430,,,90138260750450.0,77875997520430.0
02,02,02,2. Tiền chỉ mua chứng khoán môi giới cho khách hàng,,(90.856.387.587.400),(76.305.652.357.470),,,-90856387587400.0,-76305652357470.0
07,07,07,3. Nhận tiền gửi/(chi trả) để thanh toán giao dịch chứng khoán của khách hàng,,462.759.276.895,(242.343.956.495),,,462759276895.0,-242343956495.0
11,11,11,4. Chi trả phí lưu ký chứng khoán của khách hàng,,(9.457.769.952),(8.658.177.450),,,-9457769952.0,-8658177450.0
14,14,14,5. Tiền thu của Tổ chức phát hành chứng khoán,,2.201.587.026.999,191.808.754.033,,,2201587026999.0,191808754033.0
15,15,15,6. Tiền chỉ trả Tổ chức phát hành chứng khoán,,(2.199.977.194.587),(381.453.403.275),,,-2199977194587.0,-381453403275.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,(263.215.497.595),1.129.698.379.773,,,-263215497595.0,1129698379773.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,1.781.972.345.919,652.273.966.146,,,1781972345919.0,652273966146.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,1.781.972.345.919,652.273.966.146,,,1781972345919.0,652273966146.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,1.720.500.354.967,627.098.409.624,,,1720500354967.0,627098409624.0
32,32,32,Trong đó,,,,,,,
32,32 > 32,32,Tiền gửi có kỳ hạn,,1.676.338.097.590,627.098.409.624,,,1676338097590.0,627098409624.0
32,32 > 32,32,Tiền gửi ký quỹ của nhà đầu tư tại VSD,,44.162.257.377,-,,,44162257377.0,
33,32 > 33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,60.864.158.377,21.103.151.549,,,60864158377.0,21103151549.0
35,32 > 35,35,- Tiền gửi của Tổ chức phát hành,,607.832.575,3.872.404.973,,,607832575.0,3872404973.0
40,32 > 40,40,III. Tiền và các khoản tương đương tiền cuối năm của khách hàng,,1.518.756.848.324,1.781.972.345.919,,,1518756848324.0,1781972345919.0
41,32 > 41,41,Tiền gửi ngân hàng cuối năm:,,1.518.756.848.324,1.781.972.345.919,,,1518756848324.0,1781972345919.0
42,32 > 42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,1.514.979.124.473,1.720.500.354.967,,,1514979124473.0,1720500354967.0
42,42,42,Trong đó,,,,,,,
42,42 > 42,42,Tiền gửi có kỳ hạn,,1.154.820.916.966,1.676.338.097.590,,,1154820916966.0,1676338097590.0
42,42 > 42,42,Tiền gửi ký quỹ của nhà đầu tư tại VSD,,360.158.207.507,44.162.257.377,,,360158207507.0,44162257377.0
43,42 > 43,43,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,1.560.058.864,60.864.158.377,,,1560058864.0,60864158377.0
45,42 > 45,45,- Tiền gửi của Tổ chức phát hành,,2.217.664.987,607.832.575,,,2217664987.0,607832575.0
