row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,,
Số dư đầu năm,Tài sản thuế TNDN hoãn lại > Số dư đầu năm,Số dư đầu năm,1.436.000.000,1.641.400.000,1436000000.0,1641400000.0
Các khoản chếch lệch tạm thời tính thuế,Tài sản thuế TNDN hoãn lại > Các khoản chếch lệch tạm thời tính thuế,Các khoản chếch lệch tạm thời tính thuế,55.803.037.844,(1.027.000.000),55803037844.0,-1027000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Lỗ lũy kế từ chênh lệch đánh giá lại tài sản tài chính FVTPL,Trong đó: > - Lỗ lũy kế từ chênh lệch đánh giá lại tài sản tài chính FVTPL,- Lỗ lũy kế từ chênh lệch đánh giá lại tài sản tài chính FVTPL,32.216.924.839,-,32216924839.0,
- Lãi chênh lệch tỷ giá đánh giá lại cuối năm,Trong đó: > - Lãi chênh lệch tỷ giá đánh giá lại cuối năm,- Lãi chênh lệch tỷ giá đánh giá lại cuối năm,(5.207.178),-,-5207178.0,
- Chi phí dự phòng phải thu khó đòi trích trước,Trong đó: > - Chi phí dự phòng phải thu khó đòi trích trước,- Chi phí dự phòng phải thu khó đòi trích trước,30.771.320.183,-,30771320183.0,
- Hoàn nhập các chênh lệch tạm thời,Trong đó: > - Hoàn nhập các chênh lệch tạm thời,- Hoàn nhập các chênh lệch tạm thời,(7.180.000.000),(1.027.000.000),-7180000000.0,-1027000000.0
Thuế suất tính thuế hoãn lại trong năm hiện hành,Trong đó: > Thuế suất tính thuế hoãn lại trong năm hiện hành,Thuế suất tính thuế hoãn lại trong năm hiện hành,20%,20%,0.2,0.2
Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Trong đó: > Thu nhập thuế TNDN hoãn lại phát sinh trong năm,Thu nhập thuế TNDN hoãn lại phát sinh trong năm,11.160.607.569,(205.400.000),11160607569.0,-205400000.0
Số dư cuối năm,Trong đó: > Số dư cuối năm,Số dư cuối năm,12.596.607.569,1.436.000.000,12596607569.0,1436000000.0
