row_label_raw,row_label_full,CHỈ TIÊU,Số dư đầu năm > Ngày 1/1/2017 > VND,Số dư đầu năm > Ngày 1/1/2018 > VND,Số tăng/giảm trong năm > Năm trước > Tăng > VND,Số tăng/giảm trong năm > Năm trước > Giảm > VND,Số tăng/giảm trong năm > Năm nay > Tăng > VND,Số tăng/giảm trong năm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31/12/2017 > VND,Số dư cuối năm > Ngày 31/12/2018 > VND,numeric__Số dư đầu năm > Ngày 1/1/2017 > VND,numeric__Số dư đầu năm > Ngày 1/1/2018 > VND,numeric__Số tăng/giảm trong năm > Năm trước > Tăng > VND,numeric__Số tăng/giảm trong năm > Năm trước > Giảm > VND,numeric__Số tăng/giảm trong năm > Năm nay > Tăng > VND,numeric__Số tăng/giảm trong năm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31/12/2017 > VND,numeric__Số dư cuối năm > Ngày 31/12/2018 > VND
A,A,A,1,2,3,4,5,6,7,8,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU,,,,,,,,,,,,,,,,
1. Vốn đầu tư của chủ sở hữu,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 1. Vốn đầu tư của chủ sở hữu,1. Vốn đầu tư của chủ sở hữu,1.221.238.014.300,1.221.230.286.300,(7.728.000),-,(92.101.000),-,1.221.230.286.300,1.221.138.185.300,1221238014300.0,1221230286300.0,-7728000.0,,-92101000.0,,1221230286300.0,1221138185300.0
1.1.Cổ phiếu phổ thông,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 1.1.Cổ phiếu phổ thông,1.1.Cổ phiếu phổ thông,1.221.242.800.000,1.221.242.800.000,-,-,-,-,1.221.242.800.000,1.221.242.800.000,1221242800000.0,1221242800000.0,,,,,1221242800000.0,1221242800000.0
1.2 Cổ phiếu quỹ,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 1.2 Cổ phiếu quỹ,1.2 Cổ phiếu quỹ,(4.785.700),(12.513.700),(7.728.000),-,(92.101.000),-,(12.513.700),(104.614.700),-4785700.0,-12513700.0,-7728000.0,,-92101000.0,,-12513700.0,-104614700.0
3. Quỹ dự trữ bổ sung vốn điều lệ,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 3. Quỹ dự trữ bổ sung vốn điều lệ,3. Quỹ dự trữ bổ sung vốn điều lệ,4.996.355.740,6.194.502.054,1.198.146.314,-,8.867.611.372,-,6.194.502.054,15.062.113.426,4996355740.0,6194502054.0,1198146314.0,,8867611372.0,,6194502054.0,15062113426.0
4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,4.986.371.640,6.184.517.954,1.198.146.314,-,8.867.611.372,-,6.184.517.954,15.052.129.326,4986371640.0,6184517954.0,1198146314.0,,8867611372.0,,6184517954.0,15052129326.0
5. Các Quỹ khác thuộc Vốn chủ sở hữu,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 5. Các Quỹ khác thuộc Vốn chủ sở hữu,5. Các Quỹ khác thuộc Vốn chủ sở hữu,-,832.692.247,832.692.247,-,796.290.058,-,832.692.247,1.628.982.305,,832692247.0,832692247.0,,796290058.0,,832692247.0,1628982305.0
6. Lợi nhuận chưa phân phối,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > 6. Lợi nhuận chưa phân phối,6. Lợi nhuận chưa phân phối,92.956.182.231,50.130.545.890,23.962.926.275,66.788.562.616,177.352.227.432,19.891.886.108,50.130.545.890,207.590.887.214,92956182231.0,50130545890.0,23962926275.0,66788562616.0,177352227432.0,19891886108.0,50130545890.0,207590887214.0
a. Lợi nhuận đã thực hiện,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > a. Lợi nhuận đã thực hiện,a. Lợi nhuận đã thực hiện,92.956.182.231,65.665.196.255,39.497.576.640,66.788.562.616,182.868.687.159,19.891.886.108,65.665.196.255,228.641.997.306,92956182231.0,65665196255.0,39497576640.0,66788562616.0,182868687159.0,19891886108.0,65665196255.0,228641997306.0
b. Lợi nhuận chưa thực hiện,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > b. Lợi nhuận chưa thực hiện,b. Lợi nhuận chưa thực hiện,-,(15.534.650.365),(15.534.650.365),-,(5.516.459.727),-,(15.534.650.365),(21.051.110.092),,-15534650365.0,-15534650365.0,,-5516459727.0,,-15534650365.0,-21051110092.0
TỔNG CỘNG,I. BIẾN ĐỒNG VỐN CHỦ SỞ HỮU > TỔNG CỘNG,TỔNG CỘNG,1.324.176.923.911,1.284.572.544.445,27.184.183.150,66.788.562.616,195.791.639.234,19.891.886.108,1.284.572.544.445,1.460.472.297.571,1324176923911.0,1284572544445.0,27184183150.0,66788562616.0,195791639234.0,19891886108.0,1284572544445.0,1460472297571.0
