row_label_raw,row_label_full,col_0,31/12/2018 > Số lượng,31/12/2018 > Giá gốc VND,31/12/2018 > Giá trị ghi sở VND,31/12/2018 > Giá trị dự phòng VND,31/12/2017 > Giá trị dự phòng VND,Trích lập trong năm VND,numeric__31/12/2018 > Số lượng,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Giá trị ghi sở VND,numeric__31/12/2018 > Giá trị dự phòng VND,numeric__31/12/2017 > Giá trị dự phòng VND,numeric__Trích lập trong năm VND
Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,Tài sản tài chính AFS,,,,,,
CTCP Cảng Tân Cảng Hiệp,CTCP Cảng Tân Cảng Hiệp,CTCP Cảng Tân Cảng Hiệp,,,,,,,,,,,,
Phước,CTCP Cảng Tân Cảng Hiệp > Phước,Phước,1.710.000,46.768.500.000,22.230.000.000,(24.538.500.000),-,24.538.500.000,1710000.0,46768500000.0,22230000000.0,-24538500000.0,,24538500000.0
CTCP Chế biến Thủy sản Út Xi,CTCP Cảng Tân Cảng Hiệp > CTCP Chế biến Thủy sản Út Xi,CTCP Chế biến Thủy sản Út Xi,894.705,26.214.856.500,7.157.640.000,(19.057.216.500),-,19.057.216.500,894705.0,26214856500.0,7157640000.0,-19057216500.0,,19057216500.0
CTCP Đầu tư Tài chính Thăng Long,CTCP Cảng Tân Cảng Hiệp > CTCP Đầu tư Tài chính Thăng Long,CTCP Đầu tư Tài chính Thăng Long,1.000.000,11.640.000.000,4.000.000.000,(7.640.000.000),(640.000.000),7.000.000.000,1000000.0,11640000000.0,4000000000.0,-7640000000.0,-640000000.0,7000000000.0
CTCP Giao nhận kho vận ngoại thương HP,CTCP Cảng Tân Cảng Hiệp > CTCP Giao nhận kho vận ngoại thương HP,CTCP Giao nhận kho vận ngoại thương HP,50.000,1.880.000.000,650.000.000,(1.230.000.000),-,1.230.000.000,50000.0,1880000000.0,650000000.0,-1230000000.0,,1230000000.0
Cổ phiếu chưa niêm yết khác,CTCP Cảng Tân Cảng Hiệp > Cổ phiếu chưa niêm yết khác,Cổ phiếu chưa niêm yết khác,7.582.078,137.081.607.768,68.212.444.924,(68.869.162.844),(9.540.012.945),59.329.149.899,7582078.0,137081607768.0,68212444924.0,-68869162844.0,-9540012945.0,59329149899.0
Tổng cộng,CTCP Cảng Tân Cảng Hiệp > Tổng cộng,Tổng cộng,11.236.783,223.584.964.268,102.250.084.924,(121.334.879.344),(10.180.012.945),111.154.866.399,11236783.0,223584964268.0,102250084924.0,-121334879344.0,-10180012945.0,111154866399.0
