row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2018 VND,31/12/2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__31/12/2017 VND
200,200,200,B. TÀI SẢN DÀI HẠN,,128.981.970.343,107.754.835.330,,,128981970343.0,107754835330.0
220,220,220,I. Tài sản cố định,,27.196.700.057,14.915.900.645,,,27196700057.0,14915900645.0
221,221,221,1. Tài sản cố định hữu hình,14,14.817.397.418,9.519.241.405,,14.0,14817397418.0,9519241405.0
222,222,222,1.1. Nguyên giá,,68.970.931.255,59.194.896.445,,,68970931255.0,59194896445.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(54.153.533.837),(49.675.655.040),,,-54153533837.0,-49675655040.0
227,227,227,2. Tài sản cố định vô hình,15,12.379.302.639,5.396.659.240,,15.0,12379302639.0,5396659240.0
228,228,228,2.1. Nguyên giá,,17.072.829.879,7.664.604.300,,,17072829879.0,7664604300.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(4.693.527.240),(2.267.945.060),,,-4693527240.0,-2267945060.0
250,250,250,II. Tài sản dài hạn khác,,101.785.270.286,92.838.934.685,,,101785270286.0,92838934685.0
251,251,251,"1. Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",,1.200.066.568,1.172.608.268,,,1200066568.0,1172608268.0
252,252,252,2. Chỉ phí trả trước dài hạn,16,67.480.987.662,72.253.459.044,,16.0,67480987662.0,72253459044.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,38.2,12.596.607.569,1.436.000.000,,382.0,12596607569.0,1436000000.0
254,254,254,4. Tiền nộp Quý Hồ trợ thanh toán,17,10.456.433.957,7.956.433.957,,17.0,10456433957.0,7956433957.0
255,255,255,5. Tài sản dài hạn khác,18,10.051.174.530,10.020.433.416,,18.0,10051174530.0,10020433416.0
270,270,270,TỔNG CỘNG TÀI SẢN,,3.774.820.031.832,4.271.280.044.736,,,3774820031832.0,4271280044736.0
