row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 VND,Năm 2017 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 VND,numeric__Năm 2017 VND
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
61,61,61,"Tiền chi để mua sắm, xây dựng tài sản cố định, bất động sản đầu tư và các tài sản khác",,(20.692.863.079),(8.170.826.097),,,-20692863079.0,-8170826097.0
62,62,62,"Tiền thu từ thanh lý, nhượng bán tài sản cố định, bất động sản đầu tư và các tài sản khác",,9.200.710,47.969.091,,,9200710.0,47969091.0
70,70,70,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(20.683.662.369),(8.122.857.006),,,-20683662369.0,-8122857006.0
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
72,72,72,"Tiền chi trả vốn góp cho chủ sở hữu, mua lại cố phiếu phát hành",,(92.101.000),(7.728.000),,,-92101000.0,-7728000.0
73,73,73,Tiền vay gốc,,2.122.548.251.528,1.577.369.870.840,,,2122548251528.0,1577369870840.0
73.2,73.2,73.2,- Tiền vay khác,,2.122.548.251.528,1.577.369.870.840,,,2122548251528.0,1577369870840.0
74,74,74,Tiền chi trả nợ gốc vay,,(2.256.878.260.000),(899.177.722.526),,,-2256878260000.0,-899177722526.0
74.3,74.3,74.3,- Tiền chi trả gốc vay khác,,(2.256.878.260.000),(899.177.722.526),,,-2256878260000.0,-899177722526.0
75,75,75,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,-,(60.319.984.000),,,,-60319984000.0
80,80,80,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động tài chính,,(134.422.109.472),617.864.436.314,,,-134422109472.0,617864436314.0
90,90,90,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,,196.702.969.493,(31.302.986.636),,,196702969493.0,-31302986636.0
101,101,101,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,5,261.746.724.202,293.049.710.838,,5.0,261746724202.0,293049710838.0
101.1,101.1,101.1,Tiền,,261.746.724.202,293.049.710.838,,,261746724202.0,293049710838.0
103,103,103,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,,458.449.693.695,261.746.724.202,,,458449693695.0,261746724202.0
103.1,103.1,103.1,Tiền,,353.049.693.695,261.746.724.202,,,353049693695.0,261746724202.0
103.2,103.2,103.2,Các khoản tương đương tiền,,105.400.000.000,-,,,105400000000.0,
