row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc,31/12/2021 > Giá trị ghi sổ,01/01/2021 > Giá gốc,01/01/2021 > Giá trị ghi sổ,numeric__31/12/2021 > Giá gốc,numeric__31/12/2021 > Giá trị ghi sổ,numeric__01/01/2021 > Giá gốc,numeric__01/01/2021 > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Tiền gửi có kỳ hạn,Ngắn hạn > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,580.197.936.833,580.197.936.833,479.697.936.833,479.697.936.833,580197936833.0,580197936833.0,479697936833.0,479697936833.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),Ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),579.000.000.000,579.000.000.000,478.500.000.000,478.500.000.000,579000000000.0,579000000000.0,478500000000.0,478500000000.0
