row_label_raw,row_label_full,col_0,col_1,31/12/2021VND,01/01/2021VND,numeric__col_1,numeric__31/12/2021VND,numeric__01/01/2021VND
a),a),a),Phải nộp,,,,,
a),a) > a),a),Thuế GTGT đầu ra,14.715.366.467,19.558.099.651,,14715366467.0,19558099651.0
a),a) > a),a),Thuế thu nhập doanh nghiệp,22.059.110.332,70.923.619.733,,22059110332.0,70923619733.0
a),a) > a),a),Thuế thu nhập cá nhân,9.208.994.426,15.221.151.952,,9208994426.0,15221151952.0
a),a) > a),a),Thuế nhà thầu,8.268.268,76.930.838,,8268268.0,76930838.0
a),a) > a),a),Thuế khác,7.770.297.413,8.126.147.566,,7770297413.0,8126147566.0
,,,Cộng,53.762.036.906,113.905.949.740,,53762036906.0,113905949740.0
b),b),b),Phải thu,,,,,
b),b) > b),b),Thuế thu nhập doanh nghiệp,5.029.713.849,5.421.131.010,,5029713849.0,5421131010.0
b),b) > b),b),Thuế thu nhập cá nhân,133.648.944,-,,133648944.0,
b),b) > b),b),Thuế khác,5.710.372,-,,5710372.0,
,,,Cộng,5.169.073.165,5.421.131.010,,5169073165.0,5421131010.0
