row_label_raw,row_label_full,col_0,col_1,31/12/2021VND,01/01/2021VND,numeric__col_1,numeric__31/12/2021VND,numeric__01/01/2021VND
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,,,
Chi phí xây dựng nhà tiện ích tại Dự án Sonasea Villas & Resort 2,Xây dựng cơ bản dở dang > Chi phí xây dựng nhà tiện ích tại Dự án Sonasea Villas & Resort 2,Chi phí xây dựng nhà tiện ích tại Dự án Sonasea Villas & Resort 2,Chi phí xây dựng nhà tiện ích tại Dự án Sonasea Villas & Resort 2,-,123.486.941.826,,,123486941826.0
Dự án Khu tổ hợp du lịch nghi dưỡng Sonasea Vân Đồn Harbor City,Xây dựng cơ bản dở dang > Dự án Khu tổ hợp du lịch nghi dưỡng Sonasea Vân Đồn Harbor City,Dự án Khu tổ hợp du lịch nghi dưỡng Sonasea Vân Đồn Harbor City,Dự án Khu tổ hợp du lịch nghi dưỡng Sonasea Vân Đồn Harbor City,2.048.916.199.077,2.116.988.106.988,,2048916199077.0,2116988106988.0
Dự án Khu du lịch Green Hotel & Resort,Xây dựng cơ bản dở dang > Dự án Khu du lịch Green Hotel & Resort,Dự án Khu du lịch Green Hotel & Resort,Dự án Khu du lịch Green Hotel & Resort,51.057.520.049,44.378.638.259,,51057520049.0,44378638259.0
Dự án Hana Garden City,Xây dựng cơ bản dở dang > Dự án Hana Garden City,Dự án Hana Garden City,Dự án Hana Garden City,-,33.401.009.080,,,33401009080.0
Các dự án khác,Xây dựng cơ bản dở dang > Các dự án khác,Các dự án khác,Các dự án khác,21.617.325.147,19.840.862.980,,21617325147.0,19840862980.0
Cộng,Xây dựng cơ bản dở dang > Cộng,Cộng,Cộng,2.121.591.044.273,2.338.095.559.133,,2121591044273.0,2338095559133.0
13.,13.,13.,Chi phí trả trước,31/12/2021VND,01/01/2021VND,,,
a),13. > a),a),Ngắn hạn,4.925.117.702,10.300.833.612,,4925117702.0,10300833612.0
a),13. > a),a),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",4.320.716.463,7.839.686.478,,4320716463.0,7839686478.0
a),13. > a),a),Chi phí bảo hiểm chờ phân bổ,70.155.551,85.888.875,,70155551.0,85888875.0
a),13. > a),a),Chi phí thuê văn phòng,-,439.856.389,,,439856389.0
a),13. > a),a),Chi phí chờ phân bổ khác,534.245.688,1.935.401.870,,534245688.0,1935401870.0
b),13. > b),b),Dài hạn,62.351.632.792,85.977.471.614,,62351632792.0,85977471614.0
b),13. > b),b),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",15.504.526.788,38.894.387.764,,15504526788.0,38894387764.0
b),13. > b),b),Chi phí trả trước thuê văn phòng,30.160.299.422,31.002.860.522,,30160299422.0,31002860522.0
b),13. > b),b),Quyền sử dụng thương hiệu thứ cấp Best Western International (*),86.882.923,921.416.256,,86882923.0,921416256.0
b),13. > b),b),Chi phí khác chờ phân bổ,16.599.923.659,15.158.807.072,,16599923659.0,15158807072.0
b),13. > b),b),Cộng,67.276.750.494,96.278.305.226,,67276750494.0,96278305226.0
