row_label_raw,row_label_full,Công ty CP Quân Đạt,13.403.673.380,13.403.673.380_1,5.158.119.287,5.158.119.287_1,numeric__13.403.673.380,numeric__13.403.673.380_1,numeric__5.158.119.287,numeric__5.158.119.287_1
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,145.787.420.920,145.787.420.920,274.249.995.320,274.249.995.320,145787420920.0,145787420920.0,274249995320.0,274249995320.0
Cộng,Cộng,Cộng,258.283.086.339,258.283.086.339,404.170.607.548,404.170.607.548,258283086339.0,258283086339.0,404170607548.0,404170607548.0
