row_label_raw,row_label_full,Công nợ tài chính,31/12/2021VND,01/01/2021VND,numeric__31/12/2021VND,numeric__01/01/2021VND
Các khoản vay,Các khoản vay,Các khoản vay,1.747.039.183.425,1.944.354.488.504,1747039183425.0,1944354488504.0
Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,319.051.369.169,228.678.131.745,319051369169.0,228678131745.0
Nợ thuần,Nợ thuần,Nợ thuần,1.427.987.814.256,1.715.676.356.759,1427987814256.0,1715676356759.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,3.534.352.256.375,3.456.345.350.739,3534352256375.0,3456345350739.0
Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,40%,50%,0.4,0.5
