row_label_raw,row_label_full,Chỉ tiêu,Chỉ tiêu_1,Mã số,Thuyết minh,Năm 2021,Đơn vị tính: VND Năm 2020,numeric__Chỉ tiêu_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2021,numeric__Đơn vị tính: VND Năm 2020
1,1,1,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1.,901.810.533.700,1.323.834.759.536,,1.0,,901810533700.0,1323834759536.0
2,2,2,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ (10=01-02),10,,901.810.533.700,1.323.834.759.536,,10.0,,901810533700.0,1323834759536.0
4,4,4,Giá vốn hàng bán,11,VI.2.,784.864.130.605,966.007.451.201,,11.0,,784864130605.0,966007451201.0
5,5,5,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,116.946.403.095,357.827.308.335,,20.0,,116946403095.0,357827308335.0
6,6,6,Doanh thu hoạt động tài chính,21,VI.3.,329.522.664.132,98.000.832.752,,21.0,,329522664132.0,98000832752.0
7,7,7,Chi phí tài chính,22,VI.4.,147.724.503.536,134.144.201.026,,22.0,,147724503536.0,134144201026.0
7,7,7,Trong đó: Chi phí lãi vay,23,,147.277.724.912,133.735.806.546,,23.0,,147277724912.0,133735806546.0
8,8,8,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9,9,9,Chi phí bán hàng,25,VI.7.,31.169.554.878,76.647.830.428,,25.0,,31169554878.0,76647830428.0
10,10,10,Chi phí quản lý doanh nghiệp,26,VI.7.,164.781.994.727,241.153.243.763,,26.0,,164781994727.0,241153243763.0
11,11,11,Lợi nhuận thuần từ hoạt động kinh doanh {30=20+(21-22)+24-(25+26)},30,,102.793.014.086,3.882.865.870,,30.0,,102793014086.0,3882865870.0
12,12,12,Thu nhập khác,31,VI.5.,17.828.771.677,13.120.780.043,,31.0,,17828771677.0,13120780043.0
13,13,13,Chi phí khác,32,VI.6.,1.689.810.645,32.234.154.429,,32.0,,1689810645.0,32234154429.0
14,14,14,Lợi nhuận khác (40=31-32),40,,16.138.961.032,(19.113.374.386),,40.0,,16138961032.0,-19113374386.0
15,15,15,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,118.931.975.118,(15.230.508.516),,50.0,,118931975118.0,-15230508516.0
16,16,16,Chi phí thuế TNDN hiện hành,51,VI.8.,32.734.787.360,66.847.388.682,,51.0,,32734787360.0,66847388682.0
17,17,17,Chi phí thuế TNDN hoãn lại,52,VI.9.,4.057.116.452,21.223.315.239,,52.0,,4057116452.0,21223315239.0
18,18,18,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,82.140.071.306,(103.301.212.437),,60.0,,82140071306.0,-103301212437.0
19,19,19,Lợi nhuận sau thuế của công ty mẹ,61,,93.150.401.484,(67.164.548.743),,61.0,,93150401484.0,-67164548743.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(11.010.330.178),(36.136.663.694),,62.0,,-11010330178.0,-36136663694.0
21,21,21,Lãi cơ bản trên cổ phiếu,70,VI.10.,362,(261),,70.0,,362.0,-261.0
