row_label_raw,row_label_full,Khoản mục,01/01/2021,Tăng trong năm,Giảm trong năm,Đơn vị tính: VND31/12/2021,numeric__01/01/2021,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Đơn vị tính: VND31/12/2021
Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,Bất động sản đầu tư cho thuê,,,,
Nguyên giá,Bất động sản đầu tư cho thuê > Nguyên giá,Nguyên giá,885.826.794.084,4.154.777.989,63.299.734.090,826.681.837.983,885826794084.0,4154777989.0,63299734090.0,826681837983.0
- Quyền sử dụng đất,Bất động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,118.288.115.734,-,6.420.262.949,111.867.852.785,118288115734.0,,6420262949.0,111867852785.0
- Nhà cửa vật kiến trúc,Bất động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,767.538.678.350,4.154.777.989,56.879.471.141,714.813.985.198,767538678350.0,4154777989.0,56879471141.0,714813985198.0
Giá trị hao mòn luỹ kế,Bất động sản đầu tư cho thuê > Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,72.751.481.405,20.244.168.431,1.270.804.856,91.724.844.980,72751481405.0,20244168431.0,1270804856.0,91724844980.0
- Quyền sử dụng đất,Bất động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,5.210.224.893,2.621.313.575,398.355.924,7.433.182.544,5210224893.0,2621313575.0,398355924.0,7433182544.0
- Nhà cửa vật kiến trúc,Bất động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,67.541.256.512,17.622.854.856,872.448.932,84.291.662.436,67541256512.0,17622854856.0,872448932.0,84291662436.0
Giá trị còn lại,Bất động sản đầu tư cho thuê > Giá trị còn lại,Giá trị còn lại,813.075.312.679,,,734.956.993.003,813075312679.0,,,734956993003.0
- Quyền sử dụng đất,Bất động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,113.077.890.841,,,104.434.670.241,113077890841.0,,,104434670241.0
- Nhà và quyền sử dụng đất,Bất động sản đầu tư cho thuê > - Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,699.997.421.838,,,630.522.322.762,699997421838.0,,,630522322762.0
